0, McLaughlinCluster, study, 0, 0, study, -4.267822, -10.88589, -8.145935, 20211018, 10:11:51.89418, 31.1258
0, McLaughlinCluster, study, 0, 0, study, -4.727417, -10.23087, -73.23892, 20211018, 10:11:52.98384, 32.22245
0, McLaughlinCluster, study, 0, 0, study, -5.08905, -10.22037, -73.35156, 20211018, 10:11:52.99740, 32.23635
0, McLaughlinCluster, study, 0, 0, study, -5.284515, -10.25189, -73.44766, 20211018, 10:11:53.01165, 32.25036
0, McLaughlinCluster, study, 0, 0, study, -5.409241, -10.26071, -73.47583, 20211018, 10:11:53.02544, 32.26425
0, McLaughlinCluster, study, 0, 0, study, -5.457031, -10.19025, -73.41907, 20211018, 10:11:53.04001, 32.279
0, McLaughlinCluster, study, 0, 0, study, -5.452728, -10.06509, -73.3764, 20211018, 10:11:53.05336, 32.29212
0, McLaughlinCluster, study, 0, 0, study, -5.549744, -9.843201, -73.31589, 20211018, 10:11:53.06737, 32.30603
0, McLaughlinCluster, study, 0, 0, study, -5.709595, -9.67865, -73.28024, 20211018, 10:11:53.08129, 32.31997
0, McLaughlinCluster, study, 0, 0, study, -5.850098, -9.565857, -73.21191, 20211018, 10:11:53.09542, 32.33412
0, McLaughlinCluster, study, 0, 0, study, -5.880035, -9.554047, -73.15659, 20211018, 10:11:53.10902, 32.34766
0, McLaughlinCluster, study, 0, 0, study, -5.834167, -9.496887, -73.1842, 20211018, 10:11:53.12294, 32.3616
0, McLaughlinCluster, study, 0, 0, study, -5.711975, -9.388428, -73.27878, 20211018, 10:11:53.13674, 32.37561
0, McLaughlinCluster, study, 0, 0, study, -5.562408, -9.239471, -73.40994, 20211018, 10:11:53.15097, 32.38966
0, McLaughlinCluster, study, 0, 0, study, -5.530304, -9.183655, -73.4877, 20211018, 10:11:53.16499, 32.40371
0, McLaughlinCluster, study, 0, 0, study, -5.722809, -9.219025, -73.49393, 20211018, 10:11:53.17835, 32.41735
0, McLaughlinCluster, study, 0, 0, study, -6.052246, -9.171387, -73.40805, 20211018, 10:11:53.19251, 32.43121
0, McLaughlinCluster, study, 0, 0, study, -6.346405, -9.047058, -73.23975, 20211018, 10:11:53.20645, 32.44515
0, McLaughlinCluster, study, 0, 0, study, -6.449188, -8.82196, -73.10855, 20211018, 10:11:53.22016, 32.45912
0, McLaughlinCluster, study, 0, 0, study, -6.472748, -8.666656, -72.9892, 20211018, 10:11:53.23452, 32.47308
0, McLaughlinCluster, study, 0, 0, study, -6.532776, -8.625702, -72.83246, 20211018, 10:11:53.24833, 32.48697
0, McLaughlinCluster, study, 0, 0, study, -6.668793, -8.70578, -72.57184, 20211018, 10:11:53.26229, 32.50098
0, McLaughlinCluster, study, 0, 0, study, -6.785736, -8.816589, -72.26465, 20211018, 10:11:53.27597, 32.51481
0, McLaughlinCluster, study, 0, 0, study, -6.863495, -8.853424, -71.92975, 20211018, 10:11:53.29044, 32.52879
0, McLaughlinCluster, study, 0, 0, study, -6.885132, -8.772858, -71.64615, 20211018, 10:11:53.30434, 32.54264
0, McLaughlinCluster, study, 0, 0, study, -6.846649, -8.749237, -71.43439, 20211018, 10:11:53.31770, 32.55662
0, McLaughlinCluster, study, 0, 0, study, -6.819153, -8.79776, -71.22626, 20211018, 10:11:53.33187, 32.57052
0, McLaughlinCluster, study, 0, 0, study, -6.797668, -8.870026, -71.02802, 20211018, 10:11:53.34573, 32.58442
0, McLaughlinCluster, study, 0, 0, study, -6.816803, -8.856628, -70.86414, 20211018, 10:11:53.35934, 32.59827
0, McLaughlinCluster, study, 0, 0, study, -6.749115, -8.806946, -70.69373, 20211018, 10:11:53.37361, 32.61226
0, McLaughlinCluster, study, 0, 0, study, -6.659149, -8.750732, -70.52344, 20211018, 10:11:53.38750, 32.62617
0, McLaughlinCluster, study, 0, 0, study, -6.585266, -8.742615, -70.35733, 20211018, 10:11:53.40152, 32.64018
0, McLaughlinCluster, study, 0, 0, study, -6.532166, -8.794189, -70.14426, 20211018, 10:11:53.41518, 32.65415
0, McLaughlinCluster, study, 0, 0, study, -6.524841, -8.891541, -69.96362, 20211018, 10:11:53.42936, 32.66802
0, McLaughlinCluster, study, 0, 0, study, -6.496124, -8.922333, -69.86636, 20211018, 10:11:53.44324, 32.6819
0, McLaughlinCluster, study, 0, 0, study, -6.39505, -8.916321, -69.79547, 20211018, 10:11:53.45683, 32.69576
0, McLaughlinCluster, study, 0, 0, study, -6.30368, -8.917358, -69.70578, 20211018, 10:11:53.47140, 32.70982
0, McLaughlinCluster, study, 0, 0, study, -6.252838, -8.932281, -69.5842, 20211018, 10:11:53.48505, 32.72376
0, McLaughlinCluster, study, 0, 0, study, -6.204956, -8.939148, -69.45547, 20211018, 10:11:53.49874, 32.73764
0, McLaughlinCluster, study, 0, 0, study, -6.148804, -9.007263, -69.32318, 20211018, 10:11:53.51283, 32.75151
0, McLaughlinCluster, study, 0, 0, study, -6.054321, -9.105682, -69.20926, 20211018, 10:11:53.52687, 32.76545
0, McLaughlinCluster, study, 0, 0, study, -5.921143, -9.175323, -69.08817, 20211018, 10:11:53.54034, 32.77931
0, McLaughlinCluster, study, 0, 0, study, -5.835815, -9.226776, -68.91531, 20211018, 10:11:53.55470, 32.79333
0, McLaughlinCluster, study, 0, 0, study, -5.806458, -9.266785, -68.70874, 20211018, 10:11:53.56856, 32.80725
0, McLaughlinCluster, study, 0, 0, study, -5.788177, -9.227417, -68.44296, 20211018, 10:11:53.58245, 32.82113
0, McLaughlinCluster, study, 0, 0, study, -5.759644, -9.277313, -68.21072, 20211018, 10:11:53.59601, 32.83501
0, McLaughlinCluster, study, 0, 0, study, -5.704071, -9.263062, -68.04608, 20211018, 10:11:53.61045, 32.84898
0, McLaughlinCluster, study, 0, 0, study, -5.540955, -9.289093, -67.90448, 20211018, 10:11:53.62416, 32.8628
0, McLaughlinCluster, study, 0, 0, study, -5.435089, -9.302948, -67.73215, 20211018, 10:11:53.63781, 32.87675
0, McLaughlinCluster, study, 0, 0, study, -5.371521, -9.294983, -67.51605, 20211018, 10:11:53.65211, 32.89074
0, McLaughlinCluster, study, 0, 0, study, -5.365173, -9.250824, -67.30762, 20211018, 10:11:53.66602, 32.9047
0, McLaughlinCluster, study, 0, 0, study, -5.432404, -9.157013, -67.11499, 20211018, 10:11:53.67963, 32.91861
0, McLaughlinCluster, study, 0, 0, study, -5.531219, -9.034851, -66.90887, 20211018, 10:11:53.69395, 32.93248
0, McLaughlinCluster, study, 0, 0, study, -5.534912, -8.971954, -66.69711, 20211018, 10:11:53.70761, 32.94631
0, McLaughlinCluster, study, 0, 0, study, -5.497467, -8.855438, -66.52518, 20211018, 10:11:53.72170, 32.96029
0, McLaughlinCluster, study, 0, 0, study, -5.385681, -8.804138, -66.26227, 20211018, 10:11:53.73541, 32.97427
0, McLaughlinCluster, study, 0, 0, study, -5.251526, -8.901917, -65.90857, 20211018, 10:11:53.74953, 32.9882
0, McLaughlinCluster, study, 0, 0, study, -4.995087, -9.15979, -65.50797, 20211018, 10:11:53.76353, 33.00207
0, McLaughlinCluster, study, 0, 0, study, -4.630157, -9.53595, -64.97711, 20211018, 10:11:53.77720, 33.01603
0, McLaughlinCluster, study, 0, 0, study, -4.391235, -9.938721, -64.37793, 20211018, 10:11:53.79130, 33.02998
0, McLaughlinCluster, study, 0, 0, study, -4.250366, -10.22504, -63.61652, 20211018, 10:11:53.80521, 33.04387
0, McLaughlinCluster, study, 0, 0, study, -4.136902, -10.3588, -62.73557, 20211018, 10:11:53.81882, 33.05779
0, McLaughlinCluster, study, 0, 0, study, -4.013733, -10.3374, -61.65741, 20211018, 10:11:53.83309, 33.0717
0, McLaughlinCluster, study, 0, 0, study, -3.859436, -10.28775, -60.45715, 20211018, 10:11:53.84694, 33.08563
0, McLaughlinCluster, study, 0, 0, study, -3.65741, -10.31076, -59.09698, 20211018, 10:11:53.86071, 33.09953
0, McLaughlinCluster, study, 0, 0, study, -3.340149, -10.31079, -57.65732, 20211018, 10:11:53.87478, 33.11341
0, McLaughlinCluster, study, 0, 0, study, -2.904663, -10.4032, -56.0769, 20211018, 10:11:53.88901, 33.12738
0, McLaughlinCluster, study, 0, 0, study, -2.522552, -10.41821, -54.44464, 20211018, 10:11:53.90308, 33.14143
0, McLaughlinCluster, study, 0, 0, study, -2.261169, -10.38611, -52.75787, 20211018, 10:11:53.91636, 33.15525
0, McLaughlinCluster, study, 0, 0, study, -2.145966, -10.23193, -50.96069, 20211018, 10:11:53.93045, 33.16913
0, McLaughlinCluster, study, 0, 0, study, -2.210846, -10.05228, -49.01968, 20211018, 10:11:53.94452, 33.18309
0, McLaughlinCluster, study, 0, 0, study, -2.339111, -9.895569, -46.98282, 20211018, 10:11:53.95810, 33.19704
0, McLaughlinCluster, study, 0, 0, study, -2.471558, -9.867981, -44.88129, 20211018, 10:11:53.97231, 33.21091
0, McLaughlinCluster, study, 0, 0, study, -2.514465, -9.849701, -42.86072, 20211018, 10:11:53.98630, 33.22489
0, McLaughlinCluster, study, 0, 0, study, -2.39621, -9.742432, -40.88251, 20211018, 10:11:54.00003, 33.23888
0, McLaughlinCluster, study, 0, 0, study, -2.324585, -9.554108, -38.93326, 20211018, 10:11:54.01413, 33.25275
0, McLaughlinCluster, study, 0, 0, study, -2.422852, -9.481384, -36.95471, 20211018, 10:11:54.02814, 33.26673
0, McLaughlinCluster, study, 0, 0, study, -2.669006, -9.587799, -34.8927, 20211018, 10:11:54.04361, 33.28208
0, McLaughlinCluster, study, 0, 0, study, -2.994995, -9.666016, -32.80389, 20211018, 10:11:54.05568, 33.29459
0, McLaughlinCluster, study, 0, 0, study, -3.468231, -9.754639, -30.66806, 20211018, 10:11:54.06982, 33.30846
0, McLaughlinCluster, study, 0, 0, study, -3.874176, -9.739502, -28.58887, 20211018, 10:11:54.08380, 33.32239
0, McLaughlinCluster, study, 0, 0, study, -4.211792, -9.707031, -26.59995, 20211018, 10:11:54.09729, 33.33625
0, McLaughlinCluster, study, 0, 0, study, -4.467041, -9.605347, -24.68686, 20211018, 10:11:54.11168, 33.35037
0, McLaughlinCluster, study, 0, 0, study, -4.553131, -9.415283, -22.88531, 20211018, 10:11:54.12543, 33.36419
0, McLaughlinCluster, study, 0, 0, study, -4.5466, -9.172394, -21.13651, 20211018, 10:11:54.13897, 33.37801
0, McLaughlinCluster, study, 0, 0, study, -4.5784, -8.967468, -19.39597, 20211018, 10:11:54.15321, 33.3919
0, McLaughlinCluster, study, 0, 0, study, -4.72522, -8.761963, -17.68561, 20211018, 10:11:54.16722, 33.40593
0, McLaughlinCluster, study, 0, 0, study, -4.938232, -8.708282, -15.95261, 20211018, 10:11:54.18080, 33.41977
0, McLaughlinCluster, study, 0, 0, study, -5.108063, -8.707428, -14.20734, 20211018, 10:11:54.19538, 33.43403
0, McLaughlinCluster, study, 0, 0, study, -5.213898, -8.570038, -12.51135, 20211018, 10:11:54.20894, 33.44762
0, McLaughlinCluster, study, 0, 0, study, -5.225586, -8.386139, -10.85052, 20211018, 10:11:54.22293, 33.46159
0, McLaughlinCluster, study, 0, 0, study, -5.13797, -8.226379, -9.184967, 20211018, 10:11:54.23648, 33.47544
0, McLaughlinCluster, study, 0, 0, study, -4.98642, -8.124023, -7.534851, 20211018, 10:11:54.25065, 33.48938
0, McLaughlinCluster, study, 0, 0, study, -4.85965, -7.958313, -5.904938, 20211018, 10:11:54.26468, 33.5034
0, McLaughlinCluster, study, 0, 0, study, -4.76236, -7.739716, -4.253479, 20211018, 10:11:54.27830, 33.51721
0, McLaughlinCluster, study, 0, 0, study, -4.717499, -7.438934, -2.550842, 20211018, 10:11:54.29246, 33.53114
0, McLaughlinCluster, study, 0, 0, study, -4.718231, -7.239044, -0.8353271, 20211018, 10:11:54.30632, 33.54502
0, McLaughlinCluster, study, 0, 0, study, -4.76947, -7.210449, 0.8726044, 20211018, 10:11:54.32034, 33.55902
0, McLaughlinCluster, study, 0, 0, study, -4.72406, -7.147247, 2.502952, 20211018, 10:11:54.33435, 33.57294
0, McLaughlinCluster, study, 0, 0, study, -4.568665, -7.036163, 4.038199, 20211018, 10:11:54.34811, 33.58677
0, McLaughlinCluster, study, 0, 0, study, -4.326538, -6.850586, 5.497704, 20211018, 10:11:54.36222, 33.60088
0, McLaughlinCluster, study, 0, 0, study, -4.113831, -6.611847, 6.920334, 20211018, 10:11:54.37571, 33.61463
0, McLaughlinCluster, study, 0, 0, study, -3.981384, -6.468475, 8.297477, 20211018, 10:11:54.38981, 33.62855
0, McLaughlinCluster, study, 0, 0, study, -3.869904, -6.459412, 9.648691, 20211018, 10:11:54.40386, 33.64246
0, McLaughlinCluster, study, 0, 0, study, -3.752594, -6.414642, 10.92234, 20211018, 10:11:54.41745, 33.65642
0, McLaughlinCluster, study, 0, 0, study, -3.612549, -6.276367, 12.1194, 20211018, 10:11:54.43172, 33.67037
0, McLaughlinCluster, study, 0, 0, study, -3.485657, -6.002625, 13.21243, 20211018, 10:11:54.44599, 33.68435
0, McLaughlinCluster, study, 0, 0, study, -3.456757, -5.862671, 14.24683, 20211018, 10:11:54.45955, 33.69819
0, McLaughlinCluster, study, 0, 0, study, -3.380524, -5.755432, 15.30129, 20211018, 10:11:54.47337, 33.71202
0, McLaughlinCluster, study, 0, 0, study, -3.345917, -5.689148, 16.38751, 20211018, 10:11:54.48734, 33.72599
0, McLaughlinCluster, study, 0, 0, study, -3.303467, -5.587341, 17.47, 20211018, 10:11:54.50130, 33.73998
0, McLaughlinCluster, study, 0, 0, study, -3.351318, -5.361359, 18.53856, 20211018, 10:11:54.51530, 33.7539
0, McLaughlinCluster, study, 0, 0, study, -3.616577, -5.226318, 19.69471, 20211018, 10:11:54.52930, 33.76792
0, McLaughlinCluster, study, 0, 0, study, -3.868011, -5.138458, 20.95032, 20211018, 10:11:54.54314, 33.78175
0, McLaughlinCluster, study, 0, 0, study, -4.070221, -4.966949, 22.31345, 20211018, 10:11:54.55677, 33.79575
0, McLaughlinCluster, study, 0, 0, study, -4.169769, -4.588898, 23.65298, 20211018, 10:11:54.57102, 33.80962
0, McLaughlinCluster, study, 0, 0, study, -4.254333, -4.075317, 24.88329, 20211018, 10:11:54.58494, 33.82356
0, McLaughlinCluster, study, 0, 0, study, -4.431427, -3.568695, 26.02893, 20211018, 10:11:54.59856, 33.83759
0, McLaughlinCluster, study, 0, 0, study, -4.519653, -3.216461, 27.11019, 20211018, 10:11:54.61264, 33.85133
0, McLaughlinCluster, study, 0, 0, study, -4.584229, -3.053558, 28.17387, 20211018, 10:11:54.62674, 33.86536
0, McLaughlinCluster, study, 0, 0, study, -4.669037, -2.997375, 29.1425, 20211018, 10:11:54.64018, 33.8791
0, McLaughlinCluster, study, 0, 0, study, -4.842865, -3.041473, 30.01869, 20211018, 10:11:54.65450, 33.89311
0, McLaughlinCluster, study, 0, 0, study, -5.059998, -3.191895, 30.78857, 20211018, 10:11:54.66845, 33.90707
0, McLaughlinCluster, study, 0, 0, study, -5.285248, -3.358734, 31.49004, 20211018, 10:11:54.68236, 33.92102
0, McLaughlinCluster, study, 0, 0, study, -5.583527, -3.500732, 32.16328, 20211018, 10:11:54.69593, 33.93486
0, McLaughlinCluster, study, 0, 0, study, -5.854706, -3.656555, 32.86172, 20211018, 10:11:54.71023, 33.94883
0, McLaughlinCluster, study, 0, 0, study, -6.006744, -3.741943, 33.52068, 20211018, 10:11:54.72415, 33.96281
0, McLaughlinCluster, study, 0, 0, study, -6.164429, -3.802795, 34.13147, 20211018, 10:11:54.73777, 33.97664
0, McLaughlinCluster, study, 0, 0, study, -6.445679, -3.865387, 34.68161, 20211018, 10:11:54.75197, 33.99058
0, McLaughlinCluster, study, 0, 0, study, -6.76474, -3.941284, 35.19378, 20211018, 10:11:54.76595, 34.00457
0, McLaughlinCluster, study, 0, 0, study, -7.064392, -4.007385, 35.68015, 20211018, 10:11:54.77940, 34.0184
0, McLaughlinCluster, study, 0, 0, study, -7.352173, -4.020966, 36.1449, 20211018, 10:11:54.79386, 34.0324
0, McLaughlinCluster, study, 0, 0, study, -7.661316, -3.997894, 36.52837, 20211018, 10:11:54.80759, 34.04622
0, McLaughlinCluster, study, 0, 0, study, -7.943909, -4.052002, 36.84115, 20211018, 10:11:54.82154, 34.06028
0, McLaughlinCluster, study, 0, 0, study, -8.292816, -4.031097, 37.09867, 20211018, 10:11:54.83529, 34.07421
0, McLaughlinCluster, study, 0, 0, study, -8.729187, -4.105011, 37.36663, 20211018, 10:11:54.84942, 34.08813
0, McLaughlinCluster, study, 0, 0, study, -9.200958, -4.305145, 37.60382, 20211018, 10:11:54.86331, 34.10203
0, McLaughlinCluster, study, 0, 0, study, -9.648468, -4.505829, 37.85896, 20211018, 10:11:54.87700, 34.11597
0, McLaughlinCluster, study, 0, 0, study, -10.10928, -4.757599, 38.09492, 20211018, 10:11:54.89110, 34.12988
0, McLaughlinCluster, study, 0, 0, study, -10.54965, -4.874603, 38.27291, 20211018, 10:11:54.90506, 34.14378
0, McLaughlinCluster, study, 0, 0, study, -11.13812, -4.872803, 38.45992, 20211018, 10:11:54.91885, 34.15789
0, McLaughlinCluster, study, 0, 0, study, -11.68851, -4.97467, 38.67526, 20211018, 10:11:54.93286, 34.1716
0, McLaughlinCluster, study, 0, 0, study, -12.22751, -5.101624, 38.90646, 20211018, 10:11:54.94691, 34.1856
0, McLaughlinCluster, study, 0, 0, study, -12.76523, -5.228394, 39.222, 20211018, 10:11:54.96053, 34.19949
0, McLaughlinCluster, study, 0, 0, study, -13.3017, -5.371857, 39.67295, 20211018, 10:11:54.97469, 34.21338
0, McLaughlinCluster, study, 0, 0, study, -13.7951, -5.475861, 40.25127, 20211018, 10:11:54.98881, 34.22755
0, McLaughlinCluster, study, 0, 0, study, -14.2684, -5.480652, 40.8784, 20211018, 10:11:55.00278, 34.24128
0, McLaughlinCluster, study, 0, 0, study, -14.70471, -5.353088, 41.58324, 20211018, 10:11:55.01625, 34.25524
0, McLaughlinCluster, study, 0, 0, study, -15.15201, -5.146088, 42.29064, 20211018, 10:11:55.03044, 34.2691
0, McLaughlinCluster, study, 0, 0, study, -15.52856, -4.978058, 43.09013, 20211018, 10:11:55.04589, 34.28456
