0, McLaughlinCluster, study, 0, 0, study, -3.980133, -6.260193, 1.898404, 20211021, 13:01:06.12990, 54.69645
0, McLaughlinCluster, study, 0, 0, study, -4.137268, -6.450531, 2.132406, 20211021, 13:01:06.45464, 55.02781
0, McLaughlinCluster, study, 0, 0, study, -4.091949, -6.447357, 2.134506, 20211021, 13:01:06.46858, 55.04181
0, McLaughlinCluster, study, 0, 0, study, -4.072784, -6.453278, 2.149656, 20211021, 13:01:06.48230, 55.05577
0, McLaughlinCluster, study, 0, 0, study, -4.083466, -6.436096, 2.155865, 20211021, 13:01:06.49681, 55.06977
0, McLaughlinCluster, study, 0, 0, study, -4.10202, -6.420319, 2.164171, 20211021, 13:01:06.51080, 55.08373
0, McLaughlinCluster, study, 0, 0, study, -4.117096, -6.414703, 2.164462, 20211021, 13:01:06.52415, 55.09763
0, McLaughlinCluster, study, 0, 0, study, -4.116425, -6.408356, 2.154006, 20211021, 13:01:06.53832, 55.11151
0, McLaughlinCluster, study, 0, 0, study, -4.107849, -6.371796, 2.136815, 20211021, 13:01:06.55249, 55.12539
0, McLaughlinCluster, study, 0, 0, study, -4.108704, -6.342346, 2.115808, 20211021, 13:01:06.56619, 55.13935
0, McLaughlinCluster, study, 0, 0, study, -4.086212, -6.315521, 2.081119, 20211021, 13:01:06.58002, 55.15323
0, McLaughlinCluster, study, 0, 0, study, -4.077484, -6.307617, 2.058145, 20211021, 13:01:06.59399, 55.16719
0, McLaughlinCluster, study, 0, 0, study, -4.093506, -6.300385, 2.048784, 20211021, 13:01:06.60793, 55.18112
0, McLaughlinCluster, study, 0, 0, study, -4.122528, -6.291229, 2.033862, 20211021, 13:01:06.62162, 55.19507
0, McLaughlinCluster, study, 0, 0, study, -4.118774, -6.265289, 2.046405, 20211021, 13:01:06.63573, 55.20898
0, McLaughlinCluster, study, 0, 0, study, -4.095764, -6.239105, 2.035939, 20211021, 13:01:06.64973, 55.22293
0, McLaughlinCluster, study, 0, 0, study, -4.097137, -6.202728, 2.05312, 20211021, 13:01:06.66334, 55.23682
0, McLaughlinCluster, study, 0, 0, study, -4.09024, -6.218933, 2.055756, 20211021, 13:01:06.67786, 55.25078
0, McLaughlinCluster, study, 0, 0, study, -4.066772, -6.216919, 2.034343, 20211021, 13:01:06.69167, 55.26462
0, McLaughlinCluster, study, 0, 0, study, -4.003601, -6.231262, 1.999273, 20211021, 13:01:06.70538, 55.27854
0, McLaughlinCluster, study, 0, 0, study, -4.013214, -6.249939, 1.966737, 20211021, 13:01:06.71923, 55.2924
0, McLaughlinCluster, study, 0, 0, study, -4.041809, -6.232544, 1.96846, 20211021, 13:01:06.73347, 55.30638
0, McLaughlinCluster, study, 0, 0, study, -4.053497, -6.205017, 1.943261, 20211021, 13:01:06.74736, 55.32029
0, McLaughlinCluster, study, 0, 0, study, -3.99707, -6.192719, 1.905893, 20211021, 13:01:06.76086, 55.33426
0, McLaughlinCluster, study, 0, 0, study, -3.980988, -6.163055, 1.855812, 20211021, 13:01:06.77535, 55.34826
0, McLaughlinCluster, study, 0, 0, study, -3.961548, -6.144165, 1.84463, 20211021, 13:01:06.78886, 55.36217
0, McLaughlinCluster, study, 0, 0, study, -3.924805, -6.136261, 1.830326, 20211021, 13:01:06.80250, 55.376
0, McLaughlinCluster, study, 0, 0, study, -3.925598, -6.150085, 1.815269, 20211021, 13:01:06.81699, 55.3899
0, McLaughlinCluster, study, 0, 0, study, -3.926056, -6.161591, 1.807694, 20211021, 13:01:06.83097, 55.40387
0, McLaughlinCluster, study, 0, 0, study, -3.936188, -6.169373, 1.812141, 20211021, 13:01:06.84447, 55.41779
0, McLaughlinCluster, study, 0, 0, study, -3.939911, -6.165192, 1.801831, 20211021, 13:01:06.85841, 55.43165
0, McLaughlinCluster, study, 0, 0, study, -3.942566, -6.149475, 1.818378, 20211021, 13:01:06.87275, 55.44561
0, McLaughlinCluster, study, 0, 0, study, -3.944122, -6.136292, 1.819509, 20211021, 13:01:06.88636, 55.45955
0, McLaughlinCluster, study, 0, 0, study, -3.965668, -6.128204, 1.839094, 20211021, 13:01:06.90022, 55.47349
0, McLaughlinCluster, study, 0, 0, study, -3.988617, -6.128204, 1.863964, 20211021, 13:01:06.91443, 55.48738
0, McLaughlinCluster, study, 0, 0, study, -3.998322, -6.125488, 1.89309, 20211021, 13:01:06.92842, 55.50132
0, McLaughlinCluster, study, 0, 0, study, -4.000366, -6.112274, 1.940322, 20211021, 13:01:06.94174, 55.51518
0, McLaughlinCluster, study, 0, 0, study, -4.011749, -6.08252, 1.945902, 20211021, 13:01:06.95624, 55.52917
0, McLaughlinCluster, study, 0, 0, study, -4.026093, -6.053772, 1.960279, 20211021, 13:01:06.97016, 55.5431
0, McLaughlinCluster, study, 0, 0, study, -4.012268, -6.042419, 1.977415, 20211021, 13:01:06.98377, 55.55699
0, McLaughlinCluster, study, 0, 0, study, -4.009949, -6.048309, 1.98431, 20211021, 13:01:06.99781, 55.57095
0, McLaughlinCluster, study, 0, 0, study, -3.990448, -6.026672, 1.992221, 20211021, 13:01:07.01193, 55.58487
0, McLaughlinCluster, study, 0, 0, study, -3.987091, -5.995087, 1.980591, 20211021, 13:01:07.02561, 55.59879
0, McLaughlinCluster, study, 0, 0, study, -3.995911, -5.976349, 1.969375, 20211021, 13:01:07.03960, 55.61268
0, McLaughlinCluster, study, 0, 0, study, -4.001709, -5.957825, 1.958553, 20211021, 13:01:07.05355, 55.62652
0, McLaughlinCluster, study, 0, 0, study, -3.998169, -5.954865, 1.952504, 20211021, 13:01:07.06757, 55.64052
0, McLaughlinCluster, study, 0, 0, study, -3.999817, -5.942352, 1.963127, 20211021, 13:01:07.08099, 55.65445
0, McLaughlinCluster, study, 0, 0, study, -3.985962, -5.933289, 1.950274, 20211021, 13:01:07.09558, 55.66844
0, McLaughlinCluster, study, 0, 0, study, -3.978485, -5.916565, 1.939411, 20211021, 13:01:07.10948, 55.68234
0, McLaughlinCluster, study, 0, 0, study, -3.980377, -5.91507, 1.940891, 20211021, 13:01:07.12312, 55.69663
0, McLaughlinCluster, study, 0, 0, study, -3.981995, -5.912628, 1.934159, 20211021, 13:01:07.13708, 55.71016
0, McLaughlinCluster, study, 0, 0, study, -3.988525, -5.911499, 1.932229, 20211021, 13:01:07.15110, 55.72407
0, McLaughlinCluster, study, 0, 0, study, -3.995087, -5.904816, 1.954139, 20211021, 13:01:07.16452, 55.738
0, McLaughlinCluster, study, 0, 0, study, -4.001373, -5.879669, 1.95847, 20211021, 13:01:07.17867, 55.75189
0, McLaughlinCluster, study, 0, 0, study, -3.994568, -5.854889, 1.967573, 20211021, 13:01:07.19270, 55.76596
0, McLaughlinCluster, study, 0, 0, study, -3.984833, -5.840942, 1.966721, 20211021, 13:01:07.20645, 55.77984
0, McLaughlinCluster, study, 0, 0, study, -3.983032, -5.834656, 1.978625, 20211021, 13:01:07.22040, 55.79358
0, McLaughlinCluster, study, 0, 0, study, -3.987274, -5.830933, 1.996173, 20211021, 13:01:07.23440, 55.8076
0, McLaughlinCluster, study, 0, 0, study, -3.987518, -5.829712, 2.003841, 20211021, 13:01:07.24831, 55.82151
0, McLaughlinCluster, study, 0, 0, study, -3.988464, -5.83313, 2.020562, 20211021, 13:01:07.26208, 55.83557
0, McLaughlinCluster, study, 0, 0, study, -3.987762, -5.815094, 2.020505, 20211021, 13:01:07.27622, 55.8494
0, McLaughlinCluster, study, 0, 0, study, -3.994812, -5.796143, 2.00993, 20211021, 13:01:07.29056, 55.86345
0, McLaughlinCluster, study, 0, 0, study, -3.996277, -5.795685, 2.005892, 20211021, 13:01:07.30379, 55.87726
0, McLaughlinCluster, study, 0, 0, study, -3.997711, -5.804443, 1.996132, 20211021, 13:01:07.31789, 55.89117
0, McLaughlinCluster, study, 0, 0, study, -3.988983, -5.805084, 1.979244, 20211021, 13:01:07.33207, 55.90514
0, McLaughlinCluster, study, 0, 0, study, -3.983215, -5.806335, 1.966907, 20211021, 13:01:07.34548, 55.91894
0, McLaughlinCluster, study, 0, 0, study, -3.989197, -5.790375, 1.955608, 20211021, 13:01:07.35978, 55.93296
0, McLaughlinCluster, study, 0, 0, study, -4.015045, -5.788422, 1.957751, 20211021, 13:01:07.37376, 55.94698
0, McLaughlinCluster, study, 0, 0, study, -4.057678, -5.78598, 1.987866, 20211021, 13:01:07.38747, 55.96062
0, McLaughlinCluster, study, 0, 0, study, -4.072174, -5.766998, 2.006428, 20211021, 13:01:07.40125, 55.97472
0, McLaughlinCluster, study, 0, 0, study, -4.041718, -5.763611, 2.007702, 20211021, 13:01:07.41566, 55.9886
0, McLaughlinCluster, study, 0, 0, study, -4.023834, -5.756775, 2.011935, 20211021, 13:01:07.42960, 56.00252
0, McLaughlinCluster, study, 0, 0, study, -4.014038, -5.754456, 2.008003, 20211021, 13:01:07.44301, 56.01644
0, McLaughlinCluster, study, 0, 0, study, -4.011536, -5.739899, 2.010509, 20211021, 13:01:07.45742, 56.03038
0, McLaughlinCluster, study, 0, 0, study, -4.01712, -5.744995, 2.009641, 20211021, 13:01:07.47106, 56.04425
0, McLaughlinCluster, study, 0, 0, study, -4.018738, -5.74881, 1.999405, 20211021, 13:01:07.48471, 56.05818
0, McLaughlinCluster, study, 0, 0, study, -4.030823, -5.754517, 1.990997, 20211021, 13:01:07.49895, 56.07212
0, McLaughlinCluster, study, 0, 0, study, -4.037323, -5.76239, 1.981209, 20211021, 13:01:07.51281, 56.08603
0, McLaughlinCluster, study, 0, 0, study, -4.036224, -5.772003, 1.973979, 20211021, 13:01:07.52643, 56.09992
0, McLaughlinCluster, study, 0, 0, study, -4.046967, -5.782715, 1.974165, 20211021, 13:01:07.54083, 56.11403
0, McLaughlinCluster, study, 0, 0, study, -4.06012, -5.778015, 1.978975, 20211021, 13:01:07.55451, 56.12775
0, McLaughlinCluster, study, 0, 0, study, -4.059692, -5.758392, 1.989225, 20211021, 13:01:07.56878, 56.1417
0, McLaughlinCluster, study, 0, 0, study, -4.057495, -5.738525, 2.006582, 20211021, 13:01:07.58218, 56.15564
0, McLaughlinCluster, study, 0, 0, study, -4.027557, -5.740967, 2.019309, 20211021, 13:01:07.59674, 56.16964
0, McLaughlinCluster, study, 0, 0, study, -4.028717, -5.743958, 2.033584, 20211021, 13:01:07.61065, 56.18367
0, McLaughlinCluster, study, 0, 0, study, -4.030426, -5.749847, 2.041487, 20211021, 13:01:07.62397, 56.19742
0, McLaughlinCluster, study, 0, 0, study, -4.004089, -5.727783, 2.046916, 20211021, 13:01:07.63804, 56.2113
0, McLaughlinCluster, study, 0, 0, study, -3.995178, -5.697754, 2.039988, 20211021, 13:01:07.65205, 56.22524
0, McLaughlinCluster, study, 0, 0, study, -4.025818, -5.694519, 2.057959, 20211021, 13:01:07.66588, 56.2393
0, McLaughlinCluster, study, 0, 0, study, -4.073608, -5.689423, 2.062286, 20211021, 13:01:07.67995, 56.25313
0, McLaughlinCluster, study, 0, 0, study, -4.072968, -5.710388, 2.079204, 20211021, 13:01:07.69402, 56.26702
0, McLaughlinCluster, study, 0, 0, study, -4.049988, -5.731567, 2.072029, 20211021, 13:01:07.70822, 56.28107
0, McLaughlinCluster, study, 0, 0, study, -4.051117, -5.734894, 2.074043, 20211021, 13:01:07.72150, 56.29493
0, McLaughlinCluster, study, 0, 0, study, -4.062134, -5.716187, 2.086745, 20211021, 13:01:07.73601, 56.30885
0, McLaughlinCluster, study, 0, 0, study, -4.074219, -5.7052, 2.097193, 20211021, 13:01:07.74964, 56.32271
0, McLaughlinCluster, study, 0, 0, study, -4.075195, -5.7005, 2.108025, 20211021, 13:01:07.76324, 56.33664
0, McLaughlinCluster, study, 0, 0, study, -4.08197, -5.710358, 2.103975, 20211021, 13:01:07.77769, 56.35065
0, McLaughlinCluster, study, 0, 0, study, -4.090454, -5.734528, 2.108176, 20211021, 13:01:07.79161, 56.36451
0, McLaughlinCluster, study, 0, 0, study, -4.104736, -5.750244, 2.114861, 20211021, 13:01:07.80528, 56.37841
0, McLaughlinCluster, study, 0, 0, study, -4.116516, -5.756317, 2.1326, 20211021, 13:01:07.81931, 56.3924
0, McLaughlinCluster, study, 0, 0, study, -4.128815, -5.755219, 2.139051, 20211021, 13:01:07.83343, 56.40629
0, McLaughlinCluster, study, 0, 0, study, -4.147797, -5.742432, 2.157746, 20211021, 13:01:07.84734, 56.42028
0, McLaughlinCluster, study, 0, 0, study, -4.155457, -5.733826, 2.175035, 20211021, 13:01:07.86081, 56.43418
0, McLaughlinCluster, study, 0, 0, study, -4.148834, -5.724548, 2.194154, 20211021, 13:01:07.87510, 56.44804
0, McLaughlinCluster, study, 0, 0, study, -4.152405, -5.729797, 2.215805, 20211021, 13:01:07.88873, 56.46193
0, McLaughlinCluster, study, 0, 0, study, -4.166779, -5.720337, 2.246218, 20211021, 13:01:07.90229, 56.47581
0, McLaughlinCluster, study, 0, 0, study, -4.159973, -5.720001, 2.267297, 20211021, 13:01:07.91670, 56.48975
0, McLaughlinCluster, study, 0, 0, study, -4.13205, -5.702728, 2.288195, 20211021, 13:01:07.93098, 56.50388
0, McLaughlinCluster, study, 0, 0, study, -4.134644, -5.682831, 2.290814, 20211021, 13:01:07.94445, 56.51766
0, McLaughlinCluster, study, 0, 0, study, -4.135712, -5.687775, 2.300296, 20211021, 13:01:07.95832, 56.5316
0, McLaughlinCluster, study, 0, 0, study, -4.132019, -5.683014, 2.28541, 20211021, 13:01:07.97278, 56.54562
0, McLaughlinCluster, study, 0, 0, study, -4.123535, -5.675812, 2.264749, 20211021, 13:01:07.98615, 56.55936
0, McLaughlinCluster, study, 0, 0, study, -4.131226, -5.67218, 2.246904, 20211021, 13:01:08.00004, 56.57332
0, McLaughlinCluster, study, 0, 0, study, -4.140747, -5.664368, 2.220386, 20211021, 13:01:08.01433, 56.58725
0, McLaughlinCluster, study, 0, 0, study, -4.14212, -5.650482, 2.213458, 20211021, 13:01:08.02833, 56.60128
0, McLaughlinCluster, study, 0, 0, study, -4.142517, -5.644684, 2.189443, 20211021, 13:01:08.04165, 56.61511
0, McLaughlinCluster, study, 0, 0, study, -4.148132, -5.628876, 2.178364, 20211021, 13:01:08.05615, 56.62905
0, McLaughlinCluster, study, 0, 0, study, -4.127533, -5.598572, 2.138498, 20211021, 13:01:08.06968, 56.64294
0, McLaughlinCluster, study, 0, 0, study, -4.102478, -5.591095, 2.129514, 20211021, 13:01:08.08340, 56.65687
0, McLaughlinCluster, study, 0, 0, study, -4.110443, -5.571503, 2.117482, 20211021, 13:01:08.09793, 56.67083
0, McLaughlinCluster, study, 0, 0, study, -4.11319, -5.568604, 2.104419, 20211021, 13:01:08.11179, 56.68473
0, McLaughlinCluster, study, 0, 0, study, -4.099243, -5.569031, 2.10426, 20211021, 13:01:08.12711, 56.7003
0, McLaughlinCluster, study, 0, 0, study, -4.08255, -5.568115, 2.101285, 20211021, 13:01:08.13925, 56.71261
0, McLaughlinCluster, study, 0, 0, study, -4.062775, -5.561554, 2.091159, 20211021, 13:01:08.15326, 56.72648
0, McLaughlinCluster, study, 0, 0, study, -4.079956, -5.546051, 2.084161, 20211021, 13:01:08.16743, 56.74038
0, McLaughlinCluster, study, 0, 0, study, -4.080383, -5.537048, 2.07446, 20211021, 13:01:08.18092, 56.75431
0, McLaughlinCluster, study, 0, 0, study, -4.068604, -5.536194, 2.069945, 20211021, 13:01:08.19546, 56.76834
0, McLaughlinCluster, study, 0, 0, study, -4.054962, -5.528351, 2.070576, 20211021, 13:01:08.20942, 56.78226
0, McLaughlinCluster, study, 0, 0, study, -4.047546, -5.503937, 2.066708, 20211021, 13:01:08.22261, 56.79607
0, McLaughlinCluster, study, 0, 0, study, -4.039093, -5.500763, 2.056481, 20211021, 13:01:08.23669, 56.80997
0, McLaughlinCluster, study, 0, 0, study, -4.047729, -5.508209, 2.055621, 20211021, 13:01:08.25146, 56.82417
0, McLaughlinCluster, study, 0, 0, study, -4.060394, -5.498962, 2.03844, 20211021, 13:01:08.26463, 56.83799
0, McLaughlinCluster, study, 0, 0, study, -4.05304, -5.467682, 1.950951, 20211021, 13:01:08.27873, 56.85182
0, McLaughlinCluster, study, 0, 0, study, -3.992249, -5.462067, 1.816322, 20211021, 13:01:08.29262, 56.86573
0, McLaughlinCluster, study, 0, 0, study, -3.90332, -5.496826, 1.615561, 20211021, 13:01:08.30648, 56.87982
0, McLaughlinCluster, study, 0, 0, study, -3.785614, -5.633118, 1.257248, 20211021, 13:01:08.32061, 56.89366
0, McLaughlinCluster, study, 0, 0, study, -3.777222, -5.700073, 0.6795537, 20211021, 13:01:08.33445, 56.90756
0, McLaughlinCluster, study, 0, 0, study, -3.846558, -5.801544, -0.03546143, 20211021, 13:01:08.34837, 56.92147
0, McLaughlinCluster, study, 0, 0, study, -3.900696, -5.860413, -0.8264771, 20211021, 13:01:08.36201, 56.93542
0, McLaughlinCluster, study, 0, 0, study, -3.848022, -5.928497, -1.661194, 20211021, 13:01:08.37619, 56.94926
0, McLaughlinCluster, study, 0, 0, study, -3.691742, -6.07547, -2.578857, 20211021, 13:01:08.39013, 56.96325
0, McLaughlinCluster, study, 0, 0, study, -3.600494, -6.222137, -3.585907, 20211021, 13:01:08.40367, 56.9771
0, McLaughlinCluster, study, 0, 0, study, -3.544678, -6.359161, -4.757568, 20211021, 13:01:08.41786, 56.99098
0, McLaughlinCluster, study, 0, 0, study, -3.509583, -6.348724, -5.85144, 20211021, 13:01:08.43228, 57.00506
0, McLaughlinCluster, study, 0, 0, study, -3.401367, -6.235809, -6.850403, 20211021, 13:01:08.44591, 57.01904
0, McLaughlinCluster, study, 0, 0, study, -3.195892, -6.124939, -7.778442, 20211021, 13:01:08.45974, 57.03286
0, McLaughlinCluster, study, 0, 0, study, -2.846649, -6.073639, -8.713074, 20211021, 13:01:08.47413, 57.0469
0, McLaughlinCluster, study, 0, 0, study, -2.53891, -6.088104, -9.680237, 20211021, 13:01:08.48775, 57.06059
0, McLaughlinCluster, study, 0, 0, study, -2.402618, -6.124298, -10.68408, 20211021, 13:01:08.50116, 57.07457
0, McLaughlinCluster, study, 0, 0, study, -2.262329, -6.06485, -11.64008, 20211021, 13:01:08.51537, 57.0885
0, McLaughlinCluster, study, 0, 0, study, -1.981567, -6.06189, -12.51129, 20211021, 13:01:08.52941, 57.10255
0, McLaughlinCluster, study, 0, 0, study, -1.652374, -6.077911, -13.36777, 20211021, 13:01:08.54296, 57.11639
0, McLaughlinCluster, study, 0, 0, study, -1.447723, -6.099915, -14.26028, 20211021, 13:01:08.55748, 57.13033
0, McLaughlinCluster, study, 0, 0, study, -1.307495, -6.11972, -15.12695, 20211021, 13:01:08.57144, 57.14426
0, McLaughlinCluster, study, 0, 0, study, -1.100891, -6.121796, -15.98483, 20211021, 13:01:08.58496, 57.1581
0, McLaughlinCluster, study, 0, 0, study, -0.8685608, -6.087189, -16.79095, 20211021, 13:01:08.59890, 57.17205
0, McLaughlinCluster, study, 0, 0, study, -0.6528931, -6.04361, -17.54105, 20211021, 13:01:08.61328, 57.18607
0, McLaughlinCluster, study, 0, 0, study, -0.4996338, -5.956482, -18.27405, 20211021, 13:01:08.62681, 57.19992
0, McLaughlinCluster, study, 0, 0, study, -0.3300171, -5.898163, -18.9505, 20211021, 13:01:08.64088, 57.21397
0, McLaughlinCluster, study, 0, 0, study, -0.09738159, -5.918793, -19.60217, 20211021, 13:01:08.65470, 57.22778
0, McLaughlinCluster, study, 0, 0, study, 0.1009725, -5.931427, -20.23715, 20211021, 13:01:08.66861, 57.24173
0, McLaughlinCluster, study, 0, 0, study, 0.277853, -5.937805, -20.84354, 20211021, 13:01:08.68235, 57.25563
0, McLaughlinCluster, study, 0, 0, study, 0.4133332, -5.875977, -21.39514, 20211021, 13:01:08.69655, 57.26963
0, McLaughlinCluster, study, 0, 0, study, 0.5394971, -5.790894, -21.8284, 20211021, 13:01:08.71042, 57.28353
0, McLaughlinCluster, study, 0, 0, study, 0.6721717, -5.726563, -22.16776, 20211021, 13:01:08.72398, 57.29736
0, McLaughlinCluster, study, 0, 0, study, 0.8747441, -5.702148, -22.44278, 20211021, 13:01:08.73809, 57.31121
0, McLaughlinCluster, study, 0, 0, study, 1.0988, -5.71524, -22.71765, 20211021, 13:01:08.75243, 57.32524
0, McLaughlinCluster, study, 0, 0, study, 1.205475, -5.752563, -22.97662, 20211021, 13:01:08.76606, 57.33918
0, McLaughlinCluster, study, 0, 0, study, 1.26668, -5.740845, -23.2117, 20211021, 13:01:08.78006, 57.35315
0, McLaughlinCluster, study, 0, 0, study, 1.375942, -5.711914, -23.34982, 20211021, 13:01:08.79419, 57.36711
0, McLaughlinCluster, study, 0, 0, study, 1.50323, -5.652191, -23.4054, 20211021, 13:01:08.80799, 57.38103
0, McLaughlinCluster, study, 0, 0, study, 1.606216, -5.621155, -23.41956, 20211021, 13:01:08.82147, 57.39479
0, McLaughlinCluster, study, 0, 0, study, 1.714732, -5.622681, -23.3924, 20211021, 13:01:08.83570, 57.40877
0, McLaughlinCluster, study, 0, 0, study, 1.79465, -5.639893, -23.3996, 20211021, 13:01:08.84963, 57.42268
0, McLaughlinCluster, study, 0, 0, study, 1.837945, -5.645233, -23.41812, 20211021, 13:01:08.86335, 57.43665
0, McLaughlinCluster, study, 0, 0, study, 1.850223, -5.657806, -23.4278, 20211021, 13:01:08.87748, 57.45056
0, McLaughlinCluster, study, 0, 0, study, 1.814245, -5.665131, -23.41022, 20211021, 13:01:08.89139, 57.46449
0, McLaughlinCluster, study, 0, 0, study, 1.753772, -5.656799, -23.3313, 20211021, 13:01:08.90500, 57.47831
0, McLaughlinCluster, study, 0, 0, study, 1.693909, -5.626617, -23.19452, 20211021, 13:01:08.91933, 57.49228
0, McLaughlinCluster, study, 0, 0, study, 1.639698, -5.572571, -23.00833, 20211021, 13:01:08.93314, 57.50624
0, McLaughlinCluster, study, 0, 0, study, 1.614674, -5.529144, -22.73532, 20211021, 13:01:08.94707, 57.52016
0, McLaughlinCluster, study, 0, 0, study, 1.606257, -5.497406, -22.43744, 20211021, 13:01:08.96084, 57.53414
0, McLaughlinCluster, study, 0, 0, study, 1.612296, -5.490204, -22.03314, 20211021, 13:01:08.97502, 57.54804
0, McLaughlinCluster, study, 0, 0, study, 1.6144, -5.459473, -21.60049, 20211021, 13:01:08.98899, 57.56197
0, McLaughlinCluster, study, 0, 0, study, 1.618448, -5.447937, -21.1431, 20211021, 13:01:09.00240, 57.57577
0, McLaughlinCluster, study, 0, 0, study, 1.599452, -5.43042, -20.65759, 20211021, 13:01:09.01663, 57.58971
0, McLaughlinCluster, study, 0, 0, study, 1.531716, -5.422974, -20.1412, 20211021, 13:01:09.03082, 57.60384
0, McLaughlinCluster, study, 0, 0, study, 1.446344, -5.388824, -19.57126, 20211021, 13:01:09.04439, 57.61772
0, McLaughlinCluster, study, 0, 0, study, 1.352091, -5.3414, -18.96475, 20211021, 13:01:09.05841, 57.63148
0, McLaughlinCluster, study, 0, 0, study, 1.29671, -5.330017, -18.32071, 20211021, 13:01:09.07235, 57.6454
0, McLaughlinCluster, study, 0, 0, study, 1.344196, -5.360382, -17.68655, 20211021, 13:01:09.08591, 57.65928
0, McLaughlinCluster, study, 0, 0, study, 1.323325, -5.312805, -16.99042, 20211021, 13:01:09.10025, 57.67332
0, McLaughlinCluster, study, 0, 0, study, 1.197449, -5.244415, -16.28577, 20211021, 13:01:09.11417, 57.68719
0, McLaughlinCluster, study, 0, 0, study, 1.011554, -5.107391, -15.47385, 20211021, 13:01:09.13307, 57.70589
0, McLaughlinCluster, study, 0, 0, study, 0.9153826, -5.001831, -14.68433, 20211021, 13:01:09.14165, 57.71502
0, McLaughlinCluster, study, 0, 0, study, 0.8602728, -4.885132, -13.78448, 20211021, 13:01:09.15594, 57.729
0, McLaughlinCluster, study, 0, 0, study, 0.8628246, -4.747406, -12.8894, 20211021, 13:01:09.16998, 57.74295
0, McLaughlinCluster, study, 0, 0, study, 0.8486096, -4.590668, -11.99911, 20211021, 13:01:09.18339, 57.75676
0, McLaughlinCluster, study, 0, 0, study, 0.7741382, -4.368439, -11.10172, 20211021, 13:01:09.19768, 57.77077
0, McLaughlinCluster, study, 0, 0, study, 0.6701112, -4.180115, -10.20319, 20211021, 13:01:09.21189, 57.78473
0, McLaughlinCluster, study, 0, 0, study, 0.5807716, -4.089111, -9.23877, 20211021, 13:01:09.22530, 57.79863
0, McLaughlinCluster, study, 0, 0, study, 0.5183159, -4.01712, -8.243286, 20211021, 13:01:09.23948, 57.81249
0, McLaughlinCluster, study, 0, 0, study, 0.4399992, -3.945801, -7.22522, 20211021, 13:01:09.25324, 57.82638
0, McLaughlinCluster, study, 0, 0, study, 0.2894669, -3.840485, -6.231201, 20211021, 13:01:09.26730, 57.84032
0, McLaughlinCluster, study, 0, 0, study, 0.06877012, -3.700409, -5.223877, 20211021, 13:01:09.28093, 57.85429
