0, McLaughlinCluster, study, 0, 0, study, 5.912322, 8.205173, -0.5706787, 20210928, 11:17:49.80755, 19.74724
0, McLaughlinCluster, study, 0, 0, study, 4.965364, 8.231896, -0.1853638, 20210928, 11:17:51.21792, 21.16469
0, McLaughlinCluster, study, 0, 0, study, 4.957029, 8.226722, -0.1854248, 20210928, 11:17:51.23144, 21.17855
0, McLaughlinCluster, study, 0, 0, study, 4.94777, 8.24345, -0.1948547, 20210928, 11:17:51.24569, 21.19248
0, McLaughlinCluster, study, 0, 0, study, 4.934636, 8.269213, -0.2216187, 20210928, 11:17:51.25961, 21.20645
0, McLaughlinCluster, study, 0, 0, study, 4.914821, 8.304641, -0.2365112, 20210928, 11:17:51.27345, 21.22031
0, McLaughlinCluster, study, 0, 0, study, 4.915001, 8.327276, -0.2505188, 20210928, 11:17:51.28720, 21.23426
0, McLaughlinCluster, study, 0, 0, study, 4.90535, 8.335392, -0.2864685, 20210928, 11:17:51.30138, 21.24824
0, McLaughlinCluster, study, 0, 0, study, 4.895258, 8.354456, -0.2989197, 20210928, 11:17:51.31526, 21.26211
0, McLaughlinCluster, study, 0, 0, study, 4.874701, 8.397754, -0.33255, 20210928, 11:17:51.32898, 21.27605
0, McLaughlinCluster, study, 0, 0, study, 4.852619, 8.426652, -0.3721313, 20210928, 11:17:51.34346, 21.29016
0, McLaughlinCluster, study, 0, 0, study, 4.862347, 8.449557, -0.3805847, 20210928, 11:17:51.35711, 21.30398
0, McLaughlinCluster, study, 0, 0, study, 4.815752, 8.446611, -0.3962097, 20210928, 11:17:51.37065, 21.31773
0, McLaughlinCluster, study, 0, 0, study, 4.799178, 8.433416, -0.3946533, 20210928, 11:17:51.38481, 21.33172
0, McLaughlinCluster, study, 0, 0, study, 4.791234, 8.407691, -0.3953857, 20210928, 11:17:51.39888, 21.34562
0, McLaughlinCluster, study, 0, 0, study, 4.763717, 8.409019, -0.3669128, 20210928, 11:17:51.41246, 21.35954
0, McLaughlinCluster, study, 0, 0, study, 4.762187, 8.420957, -0.3638916, 20210928, 11:17:51.42667, 21.3735
0, McLaughlinCluster, study, 0, 0, study, 4.780221, 8.435052, -0.3398132, 20210928, 11:17:51.44063, 21.38747
0, McLaughlinCluster, study, 0, 0, study, 4.787966, 8.44105, -0.3161926, 20210928, 11:17:51.45444, 21.40126
0, McLaughlinCluster, study, 0, 0, study, 4.764318, 8.417513, -0.2974854, 20210928, 11:17:51.46813, 21.41522
0, McLaughlinCluster, study, 0, 0, study, 4.770097, 8.389005, -0.3019409, 20210928, 11:17:51.48236, 21.42916
0, McLaughlinCluster, study, 0, 0, study, 4.811188, 8.397468, -0.322937, 20210928, 11:17:51.49630, 21.44311
0, McLaughlinCluster, study, 0, 0, study, 4.811806, 8.422434, -0.3437195, 20210928, 11:17:51.50989, 21.45697
0, McLaughlinCluster, study, 0, 0, study, 4.769171, 8.448787, -0.3529053, 20210928, 11:17:51.52413, 21.47099
0, McLaughlinCluster, study, 0, 0, study, 4.632571, 8.407531, -0.3572083, 20210928, 11:17:51.53802, 21.48487
0, McLaughlinCluster, study, 0, 0, study, 4.670235, 8.365837, -0.3496094, 20210928, 11:17:51.55169, 21.49879
0, McLaughlinCluster, study, 0, 0, study, 4.723905, 8.388984, -0.3398132, 20210928, 11:17:51.56588, 21.5127
0, McLaughlinCluster, study, 0, 0, study, 4.782578, 8.433594, -0.3280334, 20210928, 11:17:51.58007, 21.52676
0, McLaughlinCluster, study, 0, 0, study, 4.803701, 8.491776, -0.3138733, 20210928, 11:17:51.59367, 21.54053
0, McLaughlinCluster, study, 0, 0, study, 4.794715, 8.504286, -0.3077698, 20210928, 11:17:51.60788, 21.55509
0, McLaughlinCluster, study, 0, 0, study, 4.807804, 8.50317, -0.2956238, 20210928, 11:17:51.62151, 21.56838
0, McLaughlinCluster, study, 0, 0, study, 4.808709, 8.497479, -0.2865295, 20210928, 11:17:51.63546, 21.58229
0, McLaughlinCluster, study, 0, 0, study, 4.805272, 8.517395, -0.3121948, 20210928, 11:17:51.64917, 21.59632
0, McLaughlinCluster, study, 0, 0, study, 4.78583, 8.545999, -0.3304138, 20210928, 11:17:51.66367, 21.61022
0, McLaughlinCluster, study, 0, 0, study, 4.75302, 8.60692, -0.3544006, 20210928, 11:17:51.67765, 21.62417
0, McLaughlinCluster, study, 0, 0, study, 4.706688, 8.65979, -0.3613281, 20210928, 11:17:51.69077, 21.63792
0, McLaughlinCluster, study, 0, 0, study, 4.688725, 8.676723, -0.3631287, 20210928, 11:17:51.70510, 21.65191
0, McLaughlinCluster, study, 0, 0, study, 4.681056, 8.694786, -0.342804, 20210928, 11:17:51.71897, 21.66581
0, McLaughlinCluster, study, 0, 0, study, 4.683218, 8.692858, -0.3032532, 20210928, 11:17:51.73255, 21.67971
0, McLaughlinCluster, study, 0, 0, study, 4.726809, 8.701918, -0.2792053, 20210928, 11:17:51.74688, 21.69376
0, McLaughlinCluster, study, 0, 0, study, 4.731925, 8.729758, -0.2474976, 20210928, 11:17:51.76079, 21.70761
0, McLaughlinCluster, study, 0, 0, study, 4.698272, 8.735489, -0.2042847, 20210928, 11:17:51.77472, 21.72156
0, McLaughlinCluster, study, 0, 0, study, 4.69886, 8.734767, -0.1891174, 20210928, 11:17:51.78844, 21.73548
0, McLaughlinCluster, study, 0, 0, study, 4.735458, 8.72537, -0.1565247, 20210928, 11:17:51.80251, 21.74935
0, McLaughlinCluster, study, 0, 0, study, 4.755419, 8.708923, -0.1364746, 20210928, 11:17:51.81655, 21.76331
0, McLaughlinCluster, study, 0, 0, study, 4.73848, 8.716117, -0.1413269, 20210928, 11:17:51.83016, 21.77722
0, McLaughlinCluster, study, 0, 0, study, 4.739222, 8.711439, -0.1376953, 20210928, 11:17:51.84441, 21.79126
0, McLaughlinCluster, study, 0, 0, study, 4.738716, 8.722729, -0.1426392, 20210928, 11:17:51.85810, 21.80498
0, McLaughlinCluster, study, 0, 0, study, 4.750228, 8.718463, -0.1518555, 20210928, 11:17:51.87192, 21.819
0, McLaughlinCluster, study, 0, 0, study, 4.76887, 8.707955, -0.1580505, 20210928, 11:17:51.88631, 21.83288
0, McLaughlinCluster, study, 0, 0, study, 4.767416, 8.688449, -0.184906, 20210928, 11:17:51.90016, 21.84698
0, McLaughlinCluster, study, 0, 0, study, 4.758117, 8.688957, -0.2037354, 20210928, 11:17:51.91388, 21.86077
0, McLaughlinCluster, study, 0, 0, study, 4.752231, 8.682515, -0.2306213, 20210928, 11:17:51.92758, 21.87465
0, McLaughlinCluster, study, 0, 0, study, 4.755635, 8.674536, -0.2454529, 20210928, 11:17:51.94166, 21.88852
0, McLaughlinCluster, study, 0, 0, study, 4.761086, 8.673497, -0.2560425, 20210928, 11:17:51.95560, 21.90244
0, McLaughlinCluster, study, 0, 0, study, 4.766615, 8.67773, -0.2663574, 20210928, 11:17:51.96933, 21.9165
0, McLaughlinCluster, study, 0, 0, study, 4.766669, 8.682711, -0.2635193, 20210928, 11:17:51.98356, 21.93038
0, McLaughlinCluster, study, 0, 0, study, 4.768495, 8.676502, -0.2514038, 20210928, 11:17:51.99741, 21.94425
0, McLaughlinCluster, study, 0, 0, study, 4.772905, 8.674548, -0.2469177, 20210928, 11:17:52.01120, 21.95826
0, McLaughlinCluster, study, 0, 0, study, 4.77484, 8.689363, -0.2337952, 20210928, 11:17:52.02563, 21.97215
0, McLaughlinCluster, study, 0, 0, study, 4.773583, 8.710577, -0.2139587, 20210928, 11:17:52.03917, 21.98609
0, McLaughlinCluster, study, 0, 0, study, 4.772951, 8.724124, -0.200531, 20210928, 11:17:52.05287, 21.99996
0, McLaughlinCluster, study, 0, 0, study, 4.776755, 8.744158, -0.1970825, 20210928, 11:17:52.06703, 22.01388
0, McLaughlinCluster, study, 0, 0, study, 4.78253, 8.736438, -0.1835632, 20210928, 11:17:52.08107, 22.02786
0, McLaughlinCluster, study, 0, 0, study, 4.781469, 8.733097, -0.1680603, 20210928, 11:17:52.09487, 22.04172
0, McLaughlinCluster, study, 0, 0, study, 4.780067, 8.718843, -0.1525879, 20210928, 11:17:52.10859, 22.05561
0, McLaughlinCluster, study, 0, 0, study, 4.772521, 8.70584, -0.1448059, 20210928, 11:17:52.12267, 22.06954
0, McLaughlinCluster, study, 0, 0, study, 4.763972, 8.695209, -0.1409302, 20210928, 11:17:52.13666, 22.0835
0, McLaughlinCluster, study, 0, 0, study, 4.774211, 8.700442, -0.1362915, 20210928, 11:17:52.15043, 22.09749
0, McLaughlinCluster, study, 0, 0, study, 4.767069, 8.704326, -0.1287231, 20210928, 11:17:52.16458, 22.11138
0, McLaughlinCluster, study, 0, 0, study, 4.747188, 8.688739, -0.1305847, 20210928, 11:17:52.17853, 22.12531
0, McLaughlinCluster, study, 0, 0, study, 4.756725, 8.672959, -0.1298523, 20210928, 11:17:52.19215, 22.13922
0, McLaughlinCluster, study, 0, 0, study, 4.797097, 8.646321, -0.1445313, 20210928, 11:17:52.20625, 22.15313
0, McLaughlinCluster, study, 0, 0, study, 4.83402, 8.666786, -0.1670532, 20210928, 11:17:52.22059, 22.1671
0, McLaughlinCluster, study, 0, 0, study, 4.804581, 8.689619, -0.1765137, 20210928, 11:17:52.23413, 22.18097
0, McLaughlinCluster, study, 0, 0, study, 4.645495, 8.655634, -0.1751404, 20210928, 11:17:52.24779, 22.19491
0, McLaughlinCluster, study, 0, 0, study, 4.655852, 8.621299, -0.1549072, 20210928, 11:17:52.26238, 22.20883
0, McLaughlinCluster, study, 0, 0, study, 4.707132, 8.656054, -0.1423035, 20210928, 11:17:52.27594, 22.22273
0, McLaughlinCluster, study, 0, 0, study, 4.753549, 8.689287, -0.1233826, 20210928, 11:17:52.28961, 22.23673
0, McLaughlinCluster, study, 0, 0, study, 4.75752, 8.700594, -0.09500122, 20210928, 11:17:52.30371, 22.25057
0, McLaughlinCluster, study, 0, 0, study, 4.760345, 8.711445, -0.06277466, 20210928, 11:17:52.31777, 22.26453
0, McLaughlinCluster, study, 0, 0, study, 4.766574, 8.688822, -0.0255127, 20210928, 11:17:52.33129, 22.27844
0, McLaughlinCluster, study, 0, 0, study, 4.774177, 8.701674, 0.0008373721, 20210928, 11:17:52.34558, 22.29237
0, McLaughlinCluster, study, 0, 0, study, 4.773904, 8.71219, -0.01257324, 20210928, 11:17:52.35946, 22.30633
0, McLaughlinCluster, study, 0, 0, study, 4.764356, 8.715513, -0.01657104, 20210928, 11:17:52.37335, 22.32021
0, McLaughlinCluster, study, 0, 0, study, 4.734294, 8.736049, -0.04751587, 20210928, 11:17:52.38738, 22.33436
0, McLaughlinCluster, study, 0, 0, study, 4.714483, 8.762133, -0.05947876, 20210928, 11:17:52.40133, 22.34814
0, McLaughlinCluster, study, 0, 0, study, 4.681786, 8.790624, -0.06900024, 20210928, 11:17:52.41516, 22.36198
0, McLaughlinCluster, study, 0, 0, study, 4.660552, 8.775043, -0.08001709, 20210928, 11:17:52.42872, 22.37592
0, McLaughlinCluster, study, 0, 0, study, 4.670161, 8.755594, -0.05783081, 20210928, 11:17:52.44337, 22.38976
0, McLaughlinCluster, study, 0, 0, study, 4.700384, 8.744609, -0.04574585, 20210928, 11:17:52.45682, 22.40372
0, McLaughlinCluster, study, 0, 0, study, 4.698047, 8.73527, -0.01864624, 20210928, 11:17:52.47057, 22.41769
0, McLaughlinCluster, study, 0, 0, study, 4.649625, 8.734373, -0.005539115, 20210928, 11:17:52.48476, 22.4316
0, McLaughlinCluster, study, 0, 0, study, 4.633318, 8.710453, 0.03460641, 20210928, 11:17:52.49877, 22.4455
0, McLaughlinCluster, study, 0, 0, study, 4.650147, 8.717787, 0.07040507, 20210928, 11:17:52.51231, 22.45941
0, McLaughlinCluster, study, 0, 0, study, 4.66027, 8.712781, 0.1208891, 20210928, 11:17:52.52660, 22.47338
0, McLaughlinCluster, study, 0, 0, study, 4.664677, 8.697954, 0.1547136, 20210928, 11:17:52.54046, 22.48728
0, McLaughlinCluster, study, 0, 0, study, 4.665065, 8.692127, 0.1738474, 20210928, 11:17:52.55419, 22.50108
0, McLaughlinCluster, study, 0, 0, study, 4.640333, 8.69274, 0.2002565, 20210928, 11:17:52.56794, 22.51508
0, McLaughlinCluster, study, 0, 0, study, 4.636731, 8.715568, 0.2463726, 20210928, 11:17:52.58212, 22.52901
0, McLaughlinCluster, study, 0, 0, study, 4.618646, 8.734201, 0.2597019, 20210928, 11:17:52.59607, 22.54291
0, McLaughlinCluster, study, 0, 0, study, 4.607232, 8.716052, 0.2792728, 20210928, 11:17:52.61017, 22.55733
0, McLaughlinCluster, study, 0, 0, study, 4.641761, 8.70769, 0.3050201, 20210928, 11:17:52.62384, 22.57069
0, McLaughlinCluster, study, 0, 0, study, 4.650228, 8.696148, 0.3183196, 20210928, 11:17:52.63784, 22.58469
0, McLaughlinCluster, study, 0, 0, study, 4.631864, 8.692611, 0.3416765, 20210928, 11:17:52.65146, 22.59861
0, McLaughlinCluster, study, 0, 0, study, 4.624681, 8.684155, 0.358679, 20210928, 11:17:52.66611, 22.61259
0, McLaughlinCluster, study, 0, 0, study, 4.626226, 8.695629, 0.3573535, 20210928, 11:17:52.67969, 22.62657
0, McLaughlinCluster, study, 0, 0, study, 4.636558, 8.685023, 0.3621336, 20210928, 11:17:52.69361, 22.64043
0, McLaughlinCluster, study, 0, 0, study, 4.630306, 8.678364, 0.3630942, 20210928, 11:17:52.70730, 22.65442
0, McLaughlinCluster, study, 0, 0, study, 4.618888, 8.680442, 0.3587562, 20210928, 11:17:52.72143, 22.66824
0, McLaughlinCluster, study, 0, 0, study, 4.61856, 8.669891, 0.3574636, 20210928, 11:17:52.73522, 22.68217
0, McLaughlinCluster, study, 0, 0, study, 4.605538, 8.666438, 0.3548372, 20210928, 11:17:52.74904, 22.69613
0, McLaughlinCluster, study, 0, 0, study, 4.605188, 8.665685, 0.3588763, 20210928, 11:17:52.76331, 22.71011
0, McLaughlinCluster, study, 0, 0, study, 4.614805, 8.656819, 0.3612657, 20210928, 11:17:52.77717, 22.72398
0, McLaughlinCluster, study, 0, 0, study, 4.602974, 8.638244, 0.3773863, 20210928, 11:17:52.79079, 22.73788
0, McLaughlinCluster, study, 0, 0, study, 4.592225, 8.633706, 0.3937026, 20210928, 11:17:52.80490, 22.75174
0, McLaughlinCluster, study, 0, 0, study, 4.589725, 8.626812, 0.411566, 20210928, 11:17:52.81894, 22.76566
0, McLaughlinCluster, study, 0, 0, study, 4.579088, 8.619735, 0.4347989, 20210928, 11:17:52.83253, 22.77965
0, McLaughlinCluster, study, 0, 0, study, 4.582361, 8.594074, 0.4627103, 20210928, 11:17:52.84673, 22.7936
0, McLaughlinCluster, study, 0, 0, study, 4.602466, 8.609815, 0.4904, 20210928, 11:17:52.86065, 22.8075
0, McLaughlinCluster, study, 0, 0, study, 4.617939, 8.628434, 0.4952238, 20210928, 11:17:52.87448, 22.82135
0, McLaughlinCluster, study, 0, 0, study, 4.592574, 8.64654, 0.5187295, 20210928, 11:17:52.88811, 22.83529
0, McLaughlinCluster, study, 0, 0, study, 4.534825, 8.602774, 0.5338737, 20210928, 11:17:52.90235, 22.8492
0, McLaughlinCluster, study, 0, 0, study, 4.554271, 8.570609, 0.5563721, 20210928, 11:17:52.91654, 22.86314
