1, YellowHallway, 0, YellowHallway, -90, -90, none, 1, open, open, 2.559504, 1.668264, -173.2, 2.332916, 408.3333
112, 31stStNewYork, 0, 31stStNewYork, 90, 90, none, 1, closed, closed, -3.764954, 4.939285, 169.6651, 1.763245, 827.5572
113, neutral, 0, FuFoundation, 360, 90, none, 0, closed, closed, -5.123566, 6.635438, 432.6157, 1.346619, 830.6257
114, Hollingworth, 0, Hollingworth, 90, 90, none, 1, closed, closed, -6.329834, 6.723897, 161.7793, 1.249634, 833.4581
115, MountVernon, 0, MountVernon, -90, -90, none, 1, open, open, 3.246019, 3.258856, -161.4438, 1.360596, 836.36
117, NorthPlaza, 0, NorthPlaza, 90, 90, none, 1, open, open, -6.316345, 3.089376, 161.4563, 1.513306, 842.4832
118, Rotman, 0, Rotman, -90, -90, none, 1, closed, closed, 2.627725, 3.039394, -167.0173, 1.610901, 845.871
119, RueRousseletParis, 0, SwarthmoreFriends, 230, 90, none, 0, open, open, -0.9136353, 4.505857, 309.9168, 1.582947, 848.648
116, ViaAgency, 0, ViaAgency, 90, 90, none, 1, open, closed, -6.059387, 6.060985, 157.6952, 1.81958, 839.5541
120, NewHavenMuseum2, 252, NewHavenMuseum2, 162, -90, none, 1, open, open, 4.317925, 4.843153, 85.39386, 2.596558, 852.4663
121, CottageAve, 0, RosaPortsmouth, -90, -90, none, 0, closed, closed, 3.950207, 3.13701, -171.5738, 1.610535, 855.243
122, neutral, 0, WallOfHonor, 180, 90, none, 0, open, open, -2.162537, 3.495193, 260.6764, 1.291321, 857.9228
123, WoodshopDoorway, 0, ZebraEntry, -90, -90, none, 0, closed, open, 4.488086, 1.528376, -175.404, 1.36084, 860.5471
124, SeattleNeighborhood9, 0, SeattleNeighborhood9, -90, -90, none, 1, closed, closed, 4.155152, 3.04563, -165.3174, 1.319214, 863.2685
125, DiningHall, 80, DiningHall, 170, 90, none, 1, open, open, -2.600891, 3.282893, 250.9983, 1.471802, 865.9619
126, neutral, 0, Portland3, 90, 90, none, 0, open, open, -2.307861, 6.559017, 165.8498, 1.319031, 868.4889
127, RosaPortsmouth, 0, 31stStNewYork, -90, -90, none, 0, open, open, 4.198397, 2.208924, -169.8281, 1.402588, 871.4883
128, neutral, 0, NewHavenMuseum2, 342, 90, none, 0, closed, closed, -2.93338, 2.724459, 423.5005, 1.249756, 874.0706
129, TriangleArchway, 0, CottageAve, 90, 90, none, 0, closed, closed, -3.239838, 4.829269, 170.3044, 1.29126, 876.778
130, MarketColorado, 0, RueRousseletParis, -90, -90, none, 0, open, closed, 4.0245, 2.900368, -169.2799, 1.541199, 879.555
131, neutral, 0, SeattleNeighborhood9, 90, 90, none, 0, open, closed, -2.697144, 4.941375, 166.1265, 1.554993, 882.3041
132, ChiltonArch, 0, ChiltonArch, 90, 90, none, 1, closed, closed, -3.805054, 6.308136, 170.8139, 1.499512, 885.1921
133, RosaPortsmouth, 0, RosaPortsmouth, 90, 90, none, 1, open, open, -4.313232, 6.351377, 168.8869, 1.26355, 887.8719
134, MontessoriBooks, 0, MontessoriBooks, -90, -90, none, 1, closed, closed, 1.435645, 3.510015, -169.4394, 1.7771, 890.9264
135, ZebraEntry, 0, ZebraEntry, 90, 90, none, 1, open, closed, -1.819763, 5.237266, 165.7889, 1.402649, 893.6479
136, FuFoundationHall, 0, FuFoundationHall, 90, 90, none, 1, closed, closed, -6.138245, 3.054329, 165.1349, 1.222107, 896.0499
137, WoodshopDoorway, 0, WoodshopDoorway, 90, 90, none, 1, open, open, -2.950745, 7.673522, 167.9925, 2.166077, 899.5904
138, Dublin2, 0, ColumbiaStSeattle, 90, 90, none, 0, open, open, -7.105408, 3.390433, 160.2128, 1.263611, 902.0342
139, neutral, 0, NorthPlaza, -90, -90, none, 0, closed, closed, 3.637423, 2.113874, -168.5876, 1.221924, 904.686
140, BennettPlace, 0, BennettPlace, 90, 90, none, 1, closed, closed, -3.301117, 6.566145, 170.3878, 1.221863, 907.3102
141, neutral, 0, ChiltonArch, -90, -90, none, 0, open, open, 3.65649, 0.1698, -156.392, 1.735718, 910.2677
142, ColumbiaStSeattle, 0, ColumbiaStSeattle, -90, -90, none, 1, closed, closed, 3.256156, 3.303089, -162.1954, 1.582947, 913.4611
143, SketchBurger, 0, SketchBurger, -90, -90, none, 1, closed, closed, 4.708419, 4.427506, -166.5677, 1.638428, 916.4879
144, ColumbiaStSeattle, 0, Dublin2, 90, 90, none, 0, open, open, -3.26474, 3.149473, 167.5367, 1.360962, 919.4038
