trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
68,OceanLot,0,OceanLot,-90,-90,none,1,closed,closed,0.3495485,11.1579,-163.5281,1.194244,393.1934,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
70,NorthPlaza,0,YellowHallway,90,90,none,0,closed,closed,-0.8792114,14.04472,168.3173,1.305023,399.1914,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-2.297729,13.07045,166.3063,1.263397,413.0621,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,-1.684052,10.89096,166.5718,1.221802,415.7141,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
73,KnoxCollege,84,KnoxCollege,174,90,none,1,closed,closed,1.574741,15.08043,254.4153,1.180389,418.3799,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
74,TriangleArchway,0,TriangleArchway,90,90,none,1,closed,closed,-0.968811,13.39849,166.649,1.29129,421.4068,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,0.7869536,12.67753,165.8078,1.374878,424.2532,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
76,neutral,0,Rotman,90,90,none,0,open,open,0.4489163,11.85715,160.8506,1.277954,426.8776,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
77,OceanLot,0,MarketColorado,90,90,none,0,closed,closed,-1.335602,12.43887,163.1234,1.208221,429.807,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
78,neutral,0,TrescaBoston,-90,-90,none,0,open,open,1.282369,8.467875,-168.2687,1.360657,432.5143,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,-0.5271606,11.75969,-167.9969,1.069244,435.0275,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
80,SketchBurger,0,TriangleArchway,-90,-90,none,0,open,open,2.036084,11.87626,-171.6132,1.443909,437.9987,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
81,neutral,0,MountVernon,90,90,none,0,closed,closed,-3.247559,13.85883,154.7856,1.735657,440.9978,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,-0.835144,7.723317,-18.94174,1.319214,443.6359,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
83,FenningStEngland,0,SketchBurger,90,90,none,0,open,open,-1.614197,10.52408,161.6498,1.248871,446.3712,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,0.325557,5.872761,-163.5642,1.222076,451.7585,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,1.748587,5.483913,-83.24313,1.097046,454.3132,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
86,31stStNewYork,0,WoodshopDoorway,-90,-90,none,0,closed,closed,0.1900295,7.482559,-162.2053,1.166412,457.0483,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,1.194291,8.794917,-161.7249,1.333038,459.8114,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,-0.1964417,5.694825,-80.08109,1.249542,463.102,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
89,neutral,0,Hollingworth,-90,-90,none,0,open,open,-0.4875488,6.308202,-163.0106,1.360809,465.9762,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
90,FuFoundationHall,0,DownhillDriveway,90,90,none,0,closed,closed,-2.282501,14.07954,166.7915,0.9719543,468.5587,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
91,TrescaBoston,0,TrescaBoston,90,90,none,1,closed,closed,-0.8630676,16.66487,161.3677,0.9719238,471.5021,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,-0.3546753,6.563802,-164.8231,1.138794,474.4735,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
93,YellowHallway,0,YellowHallway,90,90,none,1,closed,closed,-0.8252869,16.82801,161.6797,1.152527,477.1255,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-0.4633179,18.28204,160.1512,1.276886,479.8468,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
95,OceanLot,0,OceanLot,90,90,none,1,open,open,-0.9079895,14.50477,159.4152,1.152679,482.9709,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
96,Portland3,0,Portland3,-90,-90,none,1,closed,closed,1.18415,6.717903,-165.2038,1.264313,485.6652,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-1.212738,8.746137,156.1815,1.069244,489.2883,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,-0.2172852,7.397848,-164.0386,1.027496,491.6904,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
99,Reykjavik,0,Reykjavik,-90,-90,none,1,closed,closed,0.7873585,6.659554,-166.4473,1.166351,494.2868,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,-0.191864,9.421986,-166.1843,1.305786,496.8144,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,-0.8884888,10.77396,-165.518,1.041473,499.3547,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
102,RueRousseletParis,0,RueRousseletParis,90,90,none,1,closed,closed,0.7735792,15.67422,161.3562,1.069244,501.9789,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
103,FenningStEngland,0,FenningStEngland,-90,-90,none,1,open,open,-1.659607,6.314322,-162.5354,1.069275,504.3809,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
104,Dublin2,0,Dublin2,-90,-90,none,1,closed,closed,-0.3069763,6.506263,-162.6104,1.083191,506.9357,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,-0.5639343,8.098387,-67.99072,1.18045,509.532,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
106,FuFoundation,270,FuFoundation,180,-90,none,1,open,open,0.2520256,6.031251,108.3529,1.152496,512.1285,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,1.01849,5.624491,-165.3497,1.096985,524.8745,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,-0.4094849,5.05653,-161.967,1.041382,527.0961,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
109,ZebraEntry,0,OceanLot,-90,-90,none,0,closed,closed,0.541382,7.353293,-163.5045,1.430298,532.1226,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
110,neutral,0,ChurchLot,90,90,none,0,open,open,-0.007202148,12.73745,167.3182,1.277527,534.691,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
111,neutral,0,MontessoriBooks,90,90,none,0,open,open,-0.02331543,13.34414,164.2717,1.388733,538.5648,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
112,31stStNewYork,0,31stStNewYork,90,90,none,1,closed,closed,-0.208374,11.97333,167.4747,1.180237,541.2583,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
113,neutral,0,FuFoundation,360,90,none,0,closed,closed,0.2647841,14.92935,437.1853,1.208069,544.3129,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
115,MountVernon,0,MountVernon,-90,-90,none,1,open,open,1.644924,2.941523,-163.4756,1.291931,560.6695,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
116,ViaAgency,0,ViaAgency,90,90,none,1,open,open,-0.4841003,10.87114,166.2335,1.319153,563.543,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
117,NorthPlaza,0,NorthPlaza,90,90,none,1,open,open,-2.36554,11.82366,169.1201,1.277588,566.2923,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
118,Rotman,0,Rotman,-90,-90,none,1,closed,closed,1.275764,6.731641,-166.5909,1.138672,569.1663,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
119,RueRousseletParis,0,SwarthmoreFriends,230,90,none,0,open,open,-0.5242004,7.356492,309.9893,1.291077,572.0542,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
120,NewHavenMuseum2,252,NewHavenMuseum2,162,-90,none,1,open,open,0.6097333,5.194596,88.83389,1.249756,574.8173,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
121,CottageAve,0,RosaPortsmouth,-90,-90,none,0,closed,closed,0.9389903,4.594262,-165.3912,1.207947,577.4415,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
122,neutral,0,WallOfHonor,180,90,none,0,open,open,-1.497528,8.201933,255.5749,1.194153,580.1906,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
124,SeattleNeighborhood9,0,SeattleNeighborhood9,-90,-90,none,1,closed,closed,2.307492,3.384349,-166.4517,1.208008,585.439,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
125,DiningHall,80,DiningHall,170,90,none,1,open,open,-1.358643,6.597689,247.973,1.055176,587.9381,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
126,neutral,0,Portland3,90,90,none,0,open,open,-1.939148,9.396765,167.2021,1.110718,590.5346,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
127,RosaPortsmouth,0,31stStNewYork,-90,-90,none,0,open,open,0.4434979,2.055622,-163.167,1.124695,593.4503,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
128,neutral,0,NewHavenMuseum2,342,90,none,0,closed,closed,-2.716034,8.739511,418.2499,1.096863,596.1022,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
129,TriangleArchway,0,CottageAve,90,90,none,0,closed,closed,-2.239838,9.220979,168.8069,1.221924,598.8238,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
132,ChiltonArch,0,ChiltonArch,90,90,none,1,closed,closed,-3.000519,10.21414,165.8239,1.180237,607.7932,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
133,RosaPortsmouth,0,RosaPortsmouth,90,90,none,1,open,open,-3.59137,8.883084,169.8774,1.221863,610.6672,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
134,MontessoriBooks,0,MontessoriBooks,-90,-90,none,1,closed,closed,-0.1561584,6.071735,-164.7616,1.318909,613.4717,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
136,FuFoundationHall,0,FuFoundationHall,90,90,none,1,closed,closed,-1.686371,10.66024,169.4476,1.027588,618.7899,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
137,WoodshopDoorway,0,WoodshopDoorway,90,90,none,1,open,open,-2.366394,10.39592,168.3069,1.26355,621.7888,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
138,Dublin2,0,ColumbiaStSeattle,90,90,none,0,open,open,-2.112274,7.58492,167.7048,1.027527,624.4269,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
139,neutral,0,NorthPlaza,-90,-90,none,0,closed,closed,0.9050884,4.985817,-166.3404,1.041321,627.0094,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
140,BennettPlace,0,BennettPlace,90,90,none,1,closed,closed,-1.98111,10.23206,166.6545,1.097046,629.8002,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
141,neutral,0,ChiltonArch,-90,-90,none,0,open,open,1.179172,6.287396,-165.4035,1.11084,632.4244,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
142,ColumbiaStSeattle,0,ColumbiaStSeattle,-90,-90,none,1,closed,closed,1.899076,7.158448,-168.7273,1.652222,635.7011,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
143,SketchBurger,0,SketchBurger,-90,-90,none,1,closed,closed,2.066122,7.635814,-166.9303,1.291504,638.2282,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
144,ColumbiaStSeattle,0,Dublin2,90,90,none,0,open,open,-1.556091,10.24288,165.3021,1.180176,640.9783,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,-0.3903503,4.950242,-168.672,1.239334,165.6752,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
2,neutral,0,Dublin2,-90,-90,none,0,closed,closed,-1.108643,4.482376,-171.4384,1.247131,169.3309,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
3,SeattleNeighborhood9,0,SeattleNeighborhood9,90,90,none,1,open,open,-1.926544,7.303281,172.5915,1.448059,172.1718,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
4,neutral,0,TriangleArchway,90,90,none,0,closed,closed,-1.495972,6.462179,177.6475,1.333771,174.9533,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
5,ChiltonArch,0,ChiltonArch,-90,-90,none,1,open,open,-1.149261,4.907126,-168.0149,1.169342,177.4533,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
7,RosaPortsmouth,0,RosaPortsmouth,-90,-90,none,1,closed,closed,-0.8668518,5.228796,-169.7514,1.169601,183.1991,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,0.07569092,7.640194,178.4599,1.323822,185.8315,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
9,Dublin2,0,Dublin2,90,90,none,1,open,open,-0.3810425,5.666012,177.1315,1.197296,188.3233,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,-0.2799683,8.61477,177.2449,1.133423,190.6541,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
11,NewHavenMuseum2,252,ChurchLot,-90,-90,none,0,closed,closed,-2.383087,5.846344,-167.9822,1.079208,192.9842,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
12,Hollingworth,0,Hollingworth,-90,-90,none,1,open,open,-1.370392,6.320573,-168.444,1.225815,195.3984,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,0.8326664,7.481957,174.666,0.9329834,197.5141,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
14,FenningStEngland,0,FenningStEngland,90,90,none,1,closed,closed,0.5894284,5.695664,173.2607,1.294998,199.9849,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
15,DownhillDriveway,0,DownhillDriveway,90,90,none,1,closed,closed,1.179616,6.972627,180.7315,0.9328003,202.2036,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
16,Rotman,0,RueRousseletParis,90,90,none,0,closed,closed,-0.7178955,7.914535,176.1682,1.357147,204.7732,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
17,ChurchLot,0,ColumbiaStSeattle,-90,-90,none,0,closed,closed,-1.746979,5.984469,-170.5487,1.170853,207.587,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
19,WoodshopDoorway,0,WoodshopDoorway,-90,-90,none,1,closed,closed,-1.291687,7.268482,-170.8913,1.309128,213.2401,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
20,RueRousseletParis,0,RosaPortsmouth,90,90,none,0,open,open,0.05054549,6.905375,171.2986,1.044479,215.6764,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
21,WallOfHonor,90,WallOfHonor,180,90,none,1,open,open,0.1508999,6.597519,261.4395,1.281204,218.4018,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
22,MontessoriBooks,0,MontessoriBooks,90,90,none,1,open,open,1.928485,6.303036,171.9508,1.016571,220.7543,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
23,neutral,0,Reykjavik,-90,-90,none,0,closed,closed,-1.526733,6.877409,-167.6116,1.178543,223.0882,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
24,OceanLot,0,ChiltonArch,90,90,none,0,closed,closed,-0.4079285,8.419809,171.6135,1.503632,225.7472,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
25,SketchBurger,0,SketchBurger,90,90,none,1,open,open,-0.02197266,7.498722,170.5316,1.058289,228.0084,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
26,WoodshopDoorway,0,NorthPlaza,90,90,none,0,open,open,0.007266614,5.620762,171.6679,1.375626,230.5394,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
27,neutral,0,Hollingworth,90,90,none,0,closed,closed,0.07475206,5.625062,170.0232,0.9748077,232.6835,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
28,ChurchLot,0,ChurchLot,90,90,none,1,open,open,-0.2764587,5.345,169.2775,1.308777,235.2591,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
30,NewHavenMuseum2,252,NewHavenMuseum2,342,90,none,1,closed,closed,1.26842,7.250312,422.9168,1.071976,240.3951,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
31,neutral,0,MontessoriBooks,-90,-90,none,0,closed,closed,0.3195605,7.929001,-167.8097,1.225342,242.7621,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
32,neutral,0,BennettPlace,90,90,none,0,closed,closed,0.3514553,7.38449,168.3822,1.038528,244.9283,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
33,RueRousseletParis,0,RueRousseletParis,-90,-90,none,1,open,open,0.3811342,8.60572,-168.6018,0.9468994,247.0305,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
34,31stStNewYork,0,31stStNewYork,-90,-90,none,1,open,open,0.3334395,4.896435,-166.384,1.141922,249.3105,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
35,DiningHall,80,CottageAve,-90,-90,none,0,open,open,0.2021594,5.081447,-165.4388,1.145172,257.3889,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
36,TriangleArchway,0,TriangleArchway,-90,-90,none,1,open,open,-0.6581116,4.312808,-162.7262,1.16864,259.7419,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
37,KnoxCollege,84,KnoxCollege,-6,-90,none,1,open,open,1.416128,4.653896,-81.87424,1.114014,261.9594,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
38,neutral,0,SketchBurger,-90,-90,none,0,closed,closed,-0.0395813,6.219573,-165.7809,1.114685,264.2018,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
39,Portland3,0,SwarthmoreFriends,50,-90,none,0,closed,closed,-0.0769043,6.164413,-24.23608,1.091156,266.4204,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
40,neutral,0,KnoxCollege,174,90,none,0,closed,closed,-0.3304749,8.453108,253.4417,1.086182,268.6481,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
41,neutral,0,DownhillDriveway,-90,-90,none,0,open,open,-0.5125122,8.618901,-166.7667,0.9885559,270.7363,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
42,WalnutApartment,0,WalnutApartment,-90,-90,none,1,closed,closed,-1.435547,6.768586,-166.1477,1.26712,273.1172,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
43,SeattleNeighborhood9,0,FuFoundationHall,90,90,none,0,closed,closed,-1.255371,7.010095,165.6035,1.09021,275.4185,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
44,Portland3,0,Portland3,90,90,none,1,open,open,-0.3612671,5.9064,169.8105,1.044434,277.6461,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
46,WallOfHonor,90,SeattleNeighborhood9,-90,-90,none,0,closed,closed,1.570638,8.344028,-166.2458,1.058258,282.3701,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
47,BennettPlace,0,BennettPlace,-90,-90,none,1,open,open,0.1124449,6.720792,-167.8435,1.183655,284.7092,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
48,FuFoundation,270,FuFoundation,360,90,none,1,closed,closed,-1.597565,9.035055,441.6162,0.9049683,286.7138,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
49,neutral,0,MarketColorado,-90,-90,none,0,open,open,0.34405,6.227663,-163.5634,1.116302,288.9576,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
50,Rotman,0,Rotman,90,90,none,1,open,open,-1.648712,8.530012,169.344,1.016663,291.074,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
52,TrescaBoston,0,TrescaBoston,-90,-90,none,1,open,open,-0.05224609,7.772601,-166.875,1.030487,295.4344,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
53,Reykjavik,0,Reykjavik,90,90,none,1,open,open,-0.6699219,8.683293,169.1854,0.9190369,297.4949,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
54,ChiltonArch,0,NewHavenMuseum2,162,-90,none,0,open,open,-0.3491821,7.860791,86.37405,0.9607849,299.5694,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
55,DiningHall,80,DiningHall,-10,-90,none,1,closed,closed,-0.1213989,7.083845,-81.2095,1.127777,301.8108,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
56,CottageAve,0,CottageAve,90,90,none,1,closed,closed,-1.320282,9.466392,168.482,1.030273,303.9689,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
58,NorthPlaza,0,NorthPlaza,-90,-90,none,1,closed,closed,-0.4418945,10.17636,-166.5323,1.141724,308.4657,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
59,SwarthmoreFriends,140,SwarthmoreFriends,230,90,none,1,open,open,0.2597496,9.38766,306.3096,1.183594,310.749,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
61,neutral,0,31stStNewYork,90,90,none,0,closed,closed,-0.5518799,7.663846,164.5138,1.016602,315.2538,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
62,FuFoundationHall,0,FuFoundationHall,-90,-90,none,1,open,open,-0.7415161,8.331573,-165.6695,0.9887085,317.3282,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
63,SwarthmoreFriends,140,Portland3,-90,-90,none,0,closed,closed,0.08350755,10.64709,-161.5771,1.183502,319.6254,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
65,neutral,0,MountVernon,-90,-90,none,0,open,open,1.773372,5.62492,-164.8026,1.072205,324.2198,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
66,RosaPortsmouth,0,WallOfHonor,0,-90,none,0,closed,closed,1.52203,3.212566,-75.9216,0.9467468,326.2802,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
67,CottageAve,0,Rotman,-90,-90,none,0,closed,closed,1.845141,7.317358,-160.7152,1.183594,328.5914,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
68,OceanLot,0,OceanLot,-90,-90,none,1,closed,closed,0.6783976,6.198679,-163.2902,1.336639,331.0278,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
70,NorthPlaza,0,YellowHallway,90,90,none,0,closed,closed,-0.4242554,6.369844,166.1001,1.099976,335.3576,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-0.1451721,7.686956,180.6898,1.044281,343.349,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,-1.040558,7.160108,175.2277,0.933075,345.5349,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
74,TriangleArchway,0,TriangleArchway,90,90,none,1,closed,closed,-2.455872,7.139231,168.3836,1.031006,350.1578,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,-1.291473,6.549761,169.4603,1.294739,352.5377,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
