trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
76,neutral,0,Rotman,90,90,none,0,open,open,-2.232361,6.496397,166.5224,1.002808,354.6541,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
77,OceanLot,0,MarketColorado,90,90,none,0,closed,closed,-2.036072,6.371814,163.6057,0.9468689,356.7144,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
78,neutral,0,TrescaBoston,-90,-90,none,0,open,open,-1.180542,4.900059,-153.7644,1.280975,359.123,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,-0.4668274,6.887667,-152.3457,1.113892,361.3367,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,-1.143616,6.9421,-14.49902,1.392456,368.5624,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
83,FenningStEngland,0,SketchBurger,90,90,none,0,open,open,-2.5979,8.17079,170.6248,1.086121,370.7482,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,-3.170929,5.157791,-156.9908,1.072021,372.9756,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,-0.5662842,7.435623,-72.22055,0.9886475,375.0919,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,-1.958313,7.294551,-153.2612,1.127716,379.505,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,-1.87265,7.267216,-70.34344,0.9608154,381.5657,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
91,TrescaBoston,0,TrescaBoston,90,90,none,1,closed,closed,-1.64624,10.00422,164.8666,1.085999,388.0396,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,-0.9567871,6.795968,-155.4349,0.9747314,390.1001,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
93,YellowHallway,0,YellowHallway,90,90,none,1,closed,closed,-1.352051,8.722884,170.4737,1.058105,392.2858,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-4.294678,9.296256,164.433,0.8773193,394.3186,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
95,OceanLot,0,OceanLot,90,90,none,1,open,open,-2.904694,7.40107,163.3922,0.9190369,396.393,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-0.8218689,8.883841,165.057,0.8493958,400.5976,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,-3.731598,8.045489,-154.9196,1.113861,402.8112,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
99,Reykjavik,0,Reykjavik,-90,-90,none,1,closed,closed,-1.117432,6.790535,-159.9791,1.058136,404.997,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,-2.094421,9.220666,-157.6666,1.085999,407.2523,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,-2.069763,9.999485,-157.8612,1.058258,409.4104,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
102,RueRousseletParis,0,RueRousseletParis,90,90,none,1,closed,closed,-4.039917,8.372515,166.1239,1.058197,411.5684,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,-1.367157,8.037526,-67.82614,1.072113,418.4737,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
106,FuFoundation,270,FuFoundation,180,-90,none,1,open,open,-0.2815552,7.237546,112.3565,1.169586,420.8406,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,-1.640259,5.66975,-153.4487,1.01651,428.6232,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,-0.8589478,6.312797,-151.6528,0.8632813,430.6001,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
109,ZebraEntry,0,OceanLot,-90,-90,none,0,closed,closed,-2.198425,7.394514,-152.4784,0.9329529,432.6606,3,missing,missing,member001_pilot,remote,NaN,NaN,0.923076923076923,0.880733944954128
111,neutral,0,MontessoriBooks,90,90,none,0,open,open,-3.093262,6.346242,166.0465,1.085968,437.1853,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
113,neutral,0,FuFoundation,360,90,none,0,closed,closed,-2.081787,6.11102,436.006,0.8909912,441.6544,2,missing,missing,member001_pilot,remote,NaN,NaN,0.846153846153846,0.880733944954128
114,Hollingworth,0,Hollingworth,90,90,none,1,closed,closed,-2.790833,6.552075,163.035,0.7936096,443.5478,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
117,NorthPlaza,0,NorthPlaza,90,90,none,1,open,open,-2.11438,6.10898,168.3892,0.9746704,450.2166,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
118,Rotman,0,Rotman,-90,-90,none,1,closed,closed,-2.235535,7.261002,-155.1215,1.127625,452.4719,1,missing,missing,member001_pilot,remote,NaN,NaN,0.87719298245614,0.880733944954128
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,3.883451,-0.3207703,-182.0463,1.865784,150.7315,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
2,neutral,0,Dublin2,-90,-90,none,0,closed,closed,4.500259,-1.005554,-189.5357,1.264801,156.6324,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
3,SeattleNeighborhood9,0,SeattleNeighborhood9,90,90,none,1,open,open,-5.613617,1.480923,178.6021,1.851715,160.4985,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
6,ColumbiaStSeattle,0,DiningHall,170,90,none,0,open,open,-4.656921,0.9504089,263.183,1.579498,171.5195,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
7,RosaPortsmouth,0,RosaPortsmouth,-90,-90,none,1,closed,closed,3.037577,-2.497681,-187.338,1.615189,175.0248,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,-4.030151,1.109595,180.2531,2.076859,179.3014,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
9,Dublin2,0,Dublin2,90,90,none,1,open,open,-4.356445,-1.231049,178.5518,1.768204,182.7401,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,-4.601959,-0.2012634,171.4354,1.57634,186.1263,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
12,Hollingworth,0,Hollingworth,-90,-90,none,1,open,open,1.149383,-2.515594,-180.9024,2.102478,193.7959,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,-1.942139,0.86854,175.7425,1.768188,197.1791,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
14,FenningStEngland,0,FenningStEngland,90,90,none,1,closed,closed,-3.75885,1.434427,180.6218,1.573349,200.3731,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
15,DownhillDriveway,0,DownhillDriveway,90,90,none,1,closed,closed,-4.509552,1.815186,174.5522,1.615234,203.662,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
16,Rotman,0,RueRousseletParis,90,90,none,0,closed,closed,-4.235382,1.735745,177.2478,1.678146,206.972,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
17,ChurchLot,0,ColumbiaStSeattle,-90,-90,none,0,closed,closed,1.939248,-3.620605,-185.6084,1.643097,210.397,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
18,neutral,0,WalnutApartment,90,90,none,0,open,open,-4.779877,1.510237,183.2387,1.48761,213.5273,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
19,WoodshopDoorway,0,WoodshopDoorway,-90,-90,none,1,closed,closed,3.812303,-1.856323,-189.6147,1.448166,216.7935,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
20,RueRousseletParis,0,RosaPortsmouth,90,90,none,0,open,open,-5.434296,1.083201,180.637,1.754181,219.9816,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
21,WallOfHonor,90,WallOfHonor,180,90,none,1,open,open,-4.706909,0.377922,270.6263,1.670822,223.263,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
22,MontessoriBooks,0,MontessoriBooks,90,90,none,1,open,open,-4.400543,0.2542627,177.214,1.615204,226.4284,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
23,neutral,0,Reykjavik,-90,-90,none,0,closed,closed,4.157124,-3.539459,-189.9616,2.00444,230.0198,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
24,OceanLot,0,ChiltonArch,90,90,none,0,closed,closed,-4.670685,1.858853,182.0774,1.448044,232.9855,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
25,SketchBurger,0,SketchBurger,90,90,none,1,open,open,-4.827087,0.5742742,186.1083,1.434158,235.9847,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
26,WoodshopDoorway,0,NorthPlaza,90,90,none,0,open,open,-4.376862,-1.389496,180.6901,1.725845,239.3671,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
27,neutral,0,Hollingworth,90,90,none,0,closed,closed,-3.78775,-1.574127,176.9418,1.614288,242.5414,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
28,ChurchLot,0,ChurchLot,90,90,none,1,open,open,-3.472565,-0.4267883,175.0655,1.837769,245.7854,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
29,neutral,0,FuFoundation,180,-90,none,0,open,open,3.741468,-1.637085,80.65692,1.840012,249.0732,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
30,NewHavenMuseum2,252,NewHavenMuseum2,342,90,none,1,closed,closed,-4.32489,1.249882,436.7344,1.447952,252.1363,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
31,neutral,0,MontessoriBooks,-90,-90,none,0,closed,closed,4.141505,-2.703979,-185.7625,1.573456,255.1434,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
32,neutral,0,BennettPlace,90,90,none,0,closed,closed,-4.599365,1.750536,178.7287,1.330017,258.1023,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
33,RueRousseletParis,0,RueRousseletParis,-90,-90,none,1,open,open,4.866358,-0.8351746,-179.0375,1.586731,261.1234,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
34,31stStNewYork,0,31stStNewYork,-90,-90,none,1,open,open,3.915409,-2.576202,-180.7125,1.893341,264.4594,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
35,DiningHall,80,CottageAve,-90,-90,none,0,open,open,4.094937,-3.656403,-182.0384,1.886841,274.4213,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
36,TriangleArchway,0,TriangleArchway,-90,-90,none,1,open,open,3.516798,-0.6438599,-189.4489,1.489655,277.4842,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
37,KnoxCollege,84,KnoxCollege,-6,-90,none,1,open,open,3.828478,-1.694397,-105.8096,1.392395,280.5403,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
38,neutral,0,SketchBurger,-90,-90,none,0,closed,closed,4.544941,0.01009929,-185.5097,1.47583,283.3666,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
40,neutral,0,KnoxCollege,174,90,none,0,closed,closed,-3.814514,4.191292,263.4276,1.99115,289.5974,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
41,neutral,0,DownhillDriveway,-90,-90,none,0,open,open,3.67711,-1.128601,-190.7389,1.211273,292.8552,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
43,SeattleNeighborhood9,0,FuFoundationHall,90,90,none,0,closed,closed,-4.168091,0.8117724,180.5547,1.695099,299.5623,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
44,Portland3,0,Portland3,90,90,none,1,open,open,-7.04071,0.9217201,181.2311,1.698486,302.7784,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
45,MountVernon,0,MountVernon,90,90,none,1,closed,closed,-3.754852,3.57377,185.0416,1.531647,305.9477,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
46,WallOfHonor,90,SeattleNeighborhood9,-90,-90,none,0,closed,closed,4.466512,-1.758575,-184.1758,1.475983,308.9272,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
47,BennettPlace,0,BennettPlace,-90,-90,none,1,open,open,4.500841,-3.345123,-190.6889,1.447876,311.823,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
48,FuFoundation,270,FuFoundation,360,90,none,1,closed,closed,-5.044098,1.147011,450.5064,1.489655,314.8163,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
50,Rotman,0,Rotman,90,90,none,1,open,open,-4.1362,0.03101568,178.7102,1.643036,321.114,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
51,neutral,0,ViaAgency,90,90,none,0,open,open,-4.240173,1.293488,180.5555,2.234467,324.8239,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
52,TrescaBoston,0,TrescaBoston,-90,-90,none,1,open,open,3.208025,-2.304932,-183.8418,1.768311,327.8033,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
54,ChiltonArch,0,NewHavenMuseum2,162,-90,none,0,open,open,4.207399,-3.137848,72.33536,1.44809,333.7341,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
55,DiningHall,80,DiningHall,-10,-90,none,1,closed,closed,4.165495,-3.412659,-96.65289,1.573425,336.7414,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
56,CottageAve,0,CottageAve,90,90,none,1,closed,closed,-4.345032,-0.5697021,180.0273,1.740234,339.8877,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
57,neutral,0,FenningStEngland,-90,-90,none,0,open,open,1.283999,3.451573,-172.0936,1.740387,342.9369,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
58,NorthPlaza,0,NorthPlaza,-90,-90,none,1,closed,closed,4.149589,-0.9075012,-184.962,1.406128,345.9162,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
59,SwarthmoreFriends,140,SwarthmoreFriends,230,90,none,1,open,open,-6.827026,2.404325,319.8313,1.628815,349.3688,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
60,neutral,0,ZebraEntry,90,90,none,0,open,open,-4.828339,2.006543,178.9646,1.876282,352.7209,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
61,neutral,0,31stStNewYork,90,90,none,0,closed,closed,-4.285156,-0.1538086,179.4392,1.489838,355.8813,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
62,FuFoundationHall,0,FuFoundationHall,-90,-90,none,1,open,open,4.018769,-2.606018,-176.2739,1.990967,359.2783,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
63,SwarthmoreFriends,140,Portland3,-90,-90,none,0,closed,closed,3.494656,-2.865295,-180.181,1.420227,361.9933,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
64,ViaAgency,0,ViaAgency,-90,-90,none,1,closed,closed,3.195357,-1.874542,-188.9756,1.54538,364.9725,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
65,neutral,0,MountVernon,-90,-90,none,0,open,open,3.084176,-4.119232,-186.2065,1.322815,367.6735,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
66,RosaPortsmouth,0,WallOfHonor,0,-90,none,0,closed,closed,1.883572,-3.868225,-85.23114,1.935303,371.0009,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
67,CottageAve,0,Rotman,-90,-90,none,0,closed,closed,1.876688,2.123025,-181.231,1.656891,373.855,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
68,OceanLot,0,OceanLot,-90,-90,none,1,closed,closed,3.593647,-1.345184,-178.4944,1.517792,376.8902,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-4.149048,1.648986,196.2312,1.211395,389.6987,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,-3.472778,0.2239825,185.2711,1.378479,393.1235,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
73,KnoxCollege,84,KnoxCollege,174,90,none,1,closed,closed,-4.158997,0.9453001,264.9557,1.378326,395.8661,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
74,TriangleArchway,0,TriangleArchway,90,90,none,1,closed,closed,-4.628265,-0.5619202,182.1921,1.266846,398.4695,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,-4.953156,-1.591492,177.69,1.253174,401.131,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
76,neutral,0,Rotman,90,90,none,0,open,open,-4.340698,0.4072039,176.979,1.099884,403.4281,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
77,OceanLot,0,MarketColorado,90,90,none,0,closed,closed,-4.224152,0.5769196,178.1805,1.155762,405.9063,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
78,neutral,0,TrescaBoston,-90,-90,none,0,open,open,2.951748,-0.6143799,-189.0597,1.197296,408.3705,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,4.004266,-1.034241,-180.4879,1.33667,410.9879,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
80,SketchBurger,0,TriangleArchway,-90,-90,none,0,open,open,3.259613,-1.667175,-185.3803,1.378357,413.7027,3,missing,missing,member002_pilot,remote,NaN,NaN,0.857142857142857,0.904347826086957
81,neutral,0,MountVernon,90,90,none,0,closed,closed,-4.133514,2.442168,180.9455,1.155792,416.1392,2,missing,missing,member002_pilot,remote,NaN,NaN,0.928571428571429,0.904347826086957
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,3.830754,0.1695964,-43.27118,1.08609,418.5478,1,missing,missing,member002_pilot,remote,NaN,NaN,0.915254237288136,0.904347826086957
